H,K,L,FreeR_flag,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM
18,12,3,14,343.0207,139.9633,319.8896,175.4096,383.5556,232.2039,168.1283,37.92014,-11.33606,75.84029,162.4603,49.51215,173.7963,57.4482,0
18,12,4,12,85.75185,50.82343,82.60162,52.78794,125.7286,188.0477,103.9995,28.11199,-32.53079,56.22398,87.73415,27.24785,120.2649,49.18018,0
18,12,5,2,40.23615,39.71093,197.5487,118.0694,20.17091,42.16752,94.30059,23.58407,70.82451,47.16815,129.7128,40.84418,58.88834,23.5921,0
18,12,6,1,140.4259,113.6123,159.3882,119.0984,-51.29058,378.6965,121.8398,35.92259,-7.481216,71.84518,118.0992,41.07806,125.5804,58.94339,0
18,12,7,14,127.408,83.11251,73.23201,103.5286,225.619,139.3917,111.2115,28.88261,-39.6453,57.76522,91.38886,36.81919,131.0342,44.51031,0
18,12,8,5,165.2235,334.1733,165.2235,334.1733,,,128.6115,58.59158,,,128.6115,58.59158,,,1
18,12,9,13,295.5449,165.0534,148.4133,192.0378,711.5165,322.8982,131.6604,39.73537,-54.58128,79.47075,104.3697,46.24452,158.951,64.63006,0
18,12,10,13,93.29523,90.81015,60.8517,116.1844,144.2336,145.5815,92.63753,28.06907,-16.80291,56.13813,84.23607,36.71989,101.039,42.4634,0
18,13,0,15,189.8904,94.81745,189.8904,94.81745,189.8904,94.81745,115.7393,31.00063,0,0,115.7393,43.84151,115.7393,43.84151,0
18,13,1,14,58.56163,52.18261,58.56163,52.18261,,,77.83487,27.17937,,,77.83487,27.17937,,,1
18,13,2,16,140.9034,43.36004,211.9596,72.27608,100.9505,54.19611,118.2451,19.01726,43.52647,38.03453,140.0083,26.76764,96.48186,27.0207,0
18,13,3,7,131.2652,149.0366,50.87748,180.617,302.7797,263.8239,131.7591,37.88386,-47.82236,75.76772,107.848,46.37869,155.6703,59.91464,0
18,13,4,14,334.8058,140.8263,189.9736,163.1867,757.34,278.7296,182.0193,38.04031,-106.2951,76.08061,128.8718,47.72763,235.1669,59.24807,0
18,13,5,12,756.0647,293.0899,756.8552,330.635,753.1642,633.2516,197.6882,53.30563,34.29184,106.6113,214.8342,68.43142,180.5423,81.75024,0
18,13,6,19,400.7956,186.677,179.9467,234.1715,785.8377,309.2007,155.2063,41.95335,-77.24523,83.90669,116.5837,51.43624,193.8289,66.29213,0
18,13,7,7,64.86008,59.00687,,,64.86008,59.00687,78.99575,28.76865,,,,,78.99575,28.76865,2
18,13,8,11,207.0129,415.4114,207.0129,415.4114,,,112.8725,55.19291,,,112.8725,55.19291,,,1
18,13,9,19,92.42165,120.1139,92.42165,120.1139,,,90.81454,38.38751,,,90.81454,38.38751,,,1
18,13,10,19,177.9386,127.1541,99.13157,174.9725,266.1329,185.1006,109.2181,32.79597,-24.61248,65.59194,96.9119,43.46912,121.5244,49.11964,0
18,14,0,18,147.5107,122.5417,147.5107,122.5417,147.5107,122.5417,95.43161,35.17903,0,0,95.43161,49.75066,95.43161,49.75066,0
18,14,1,13,234.9087,74.33104,135.8493,121.7699,293.7419,93.84329,138.9979,25.47548,-49.42572,50.95095,114.2851,41.35609,163.7108,29.76026,0
18,14,2,8,137.4248,57.30114,295.7754,116.3011,86.66273,65.84815,125.2755,24.0422,68.75855,48.0844,159.6547,37.09736,90.89619,30.5924,0
18,14,3,18,636.4774,247.6053,330.4596,342.5228,971.4224,358.3464,206.2053,47.57977,-95.9572,95.15955,158.2267,65.73297,254.1839,68.80782,0
18,14,4,10,209.6721,207.2567,209.6721,207.2567,,,134.0988,52.77153,,,134.0988,52.77153,,,1
18,14,5,15,492.8244,166.6964,492.8244,166.6964,,,199.638,42.97974,,,199.638,42.97974,,,1
18,14,6,3,-12.98193,96.10809,-12.98193,96.10809,,,72.01642,32.26147,,,72.01642,32.26147,,,1
18,14,7,11,145.229,125.9742,147.1318,183.4904,143.5325,173.2584,114.2756,33.55392,1.390663,67.10783,114.971,47.95868,113.5803,46.94066,0
18,14,8,14,36.12881,45.15292,23.45254,49.55303,98.14748,109.6063,76.96987,22.65984,-31.97833,45.31968,60.98071,25.14291,92.95904,37.70553,0
18,14,9,7,50.29981,113.8039,,,50.29981,113.8039,82.84172,36.22475,,,,,82.84172,36.22475,2
18,14,10,12,348.3908,180.2299,,,348.3908,180.2299,142.744,50.44562,,,,,142.744,50.44562,2
18,15,0,15,678.8006,397.7357,678.8006,397.7357,678.8006,397.7357,181.7405,64.14107,0,0,181.7405,90.70917,181.7405,90.70917,0
18,15,1,2,127.493,101.1349,126.9817,117.0477,128.9994,200.9004,115.6109,32.30966,-11.54441,64.61932,109.8387,40.4674,121.3831,50.37902,0
18,15,2,11,63.1735,56.29128,50.94108,59.97688,153.6268,163.0947,99.13931,27.58694,-44.90215,55.17388,76.68823,28.82805,121.5904,47.04361,0
18,15,3,18,422.1093,223.587,422.1093,223.587,,,174.5,56.34335,,,174.5,56.34335,,,1
18,15,4,3,246.6526,344.6212,246.6526,344.6212,,,147.5808,63.77157,,,147.5808,63.77157,,,1
18,15,5,18,447.793,408.009,,,447.793,408.009,142.76,64.95805,,,,,142.76,64.95805,2
18,15,6,5,60.04841,51.36312,35.60865,53.17824,399.8352,198.2845,112.2906,29.69621,-90.31372,59.39242,67.13374,26.63183,157.4475,53.08677,0
18,15,7,8,339.172,180.6315,263.868,273.454,397.4645,240.5925,126.4982,38.50848,-18.49222,77.01696,117.2521,53.30543,135.7443,55.58906,0
18,15,8,0,88.36478,71.41596,337.6976,417.8072,80.86073,72.48269,101.5575,32.87556,35.3669,65.75111,119.241,57.63038,83.87408,31.65357,0
18,15,9,19,371.8836,295.1058,,,371.8836,295.1058,120.9423,55.08769,,,,,120.9423,55.08769,2
18,16,0,5,334.8878,204.5652,334.8878,204.5652,334.8878,204.5652,139.3583,46.41217,0,0,139.3583,65.63672,139.3583,65.63672,0
18,16,1,15,127.0936,118.3491,95.55181,131.7183,259.2396,269.606,124.9816,36.17867,-40.89252,72.35734,104.5354,41.77263,145.4279,59.08157,0
18,16,2,19,241.7955,116.7556,236.1759,135.2301,258.2508,231.4067,139.313,35.4136,-3.638321,70.82721,137.4939,43.76083,141.1322,55.69096,0
18,16,3,19,135.9909,70.4464,495.4645,165.1851,56.07671,77.88419,142.9326,26.58257,119.7612,53.16514,202.8132,42.12762,83.05194,32.43141,0
18,16,4,7,257.2617,195.3139,,,257.2617,195.3139,127.9222,50.94661,,,,,127.9222,50.94661,2
18,16,5,9,450.5061,247.7852,,,450.5061,247.7852,164.8248,59.05807,,,,,164.8248,59.05807,2
18,16,6,12,802.6473,249.5162,960.4813,374.2603,676.3629,334.7711,206.079,50.04681,34.25594,100.0936,223.207,72.93378,188.951,68.55215,0
18,16,7,15,75.9017,126.8705,139.5656,174.862,5.135281,184.3582,97.87096,30.968,15.33997,61.936,105.5409,45.51347,90.20098,42.00705,0
18,16,8,3,53.39393,64.34653,,,53.39393,64.34653,73.07388,29.1982,,,,,73.07388,29.1982,2
18,16,9,4,352.462,166.1115,306.7691,226.7493,405.3877,244.0365,131.6152,38.55924,-11.84988,77.11848,125.6903,52.91728,137.5402,56.09833,0
18,17,0,3,,,,,,,,,,,,,,,
18,17,1,7,321.4535,92.65009,468.2078,115.3211,54.27122,155.6028,155.0042,25.6987,107.0318,51.3974,208.5201,27.65229,101.4883,43.32486,0
18,17,2,3,354.7468,119.0854,,,354.7468,119.0854,171.595,35.86427,,,,,171.595,35.86427,2
18,17,3,2,416.4191,152.2846,383.9298,265.4632,432.3549,185.9179,155.4311,38.81296,-23.49925,77.62592,143.6814,58.54065,167.1807,50.9782,0
18,17,4,6,141.1789,149.2929,,,141.1789,149.2929,111.9241,44.55232,,,,,111.9241,44.55232,2
18,17,5,18,132.7177,93.47735,,,132.7177,93.47735,104.4378,36.38601,,,,,104.4378,36.38601,2
18,17,6,6,239.6733,79.73582,1777.166,400.8845,176.3429,81.36143,205.0614,38.45247,176.3545,76.90495,293.2387,69.35609,116.8842,33.22805,0
18,17,7,16,633.6342,187.5354,697.1222,215.5317,435.7643,380.5007,164.309,39.60564,76.5843,79.21129,202.6011,52.70002,126.0168,59.13659,0
18,17,8,0,312.4457,230.5602,212.8085,292.7543,475.1793,374.1375,120.0373,39.73567,-16.18793,79.47134,111.9434,52.41314,128.1313,59.7374,0
18,18,0,17,383.1209,241.9003,383.1209,241.9003,383.1209,241.9003,146.4931,50.28219,0,0,146.4931,71.10976,146.4931,71.10976,0
18,18,1,17,98.50203,85.70869,98.50203,85.70869,98.50203,85.70869,76.007,29.01868,0,0,76.007,41.03861,76.007,41.03861,0
18,18,2,18,46.30542,67.54556,46.30542,67.54556,46.30542,67.54556,57.80401,24.25679,0,0,57.80401,34.30428,57.80401,34.30428,0
18,18,3,17,471.2728,295.6315,471.2728,295.6315,471.2728,295.6315,145.778,54.38623,0,0,145.778,76.91375,145.778,76.91375,0
18,18,4,6,19.53903,106.7149,19.53903,106.7149,19.53903,106.7149,58.85772,27.15813,0,0,58.85772,38.4074,58.85772,38.4074,0
18,18,5,1,210.5272,160.7054,210.5272,160.7054,210.5272,160.7054,99.10658,39.07282,-0,0,99.10658,55.25731,99.10658,55.25731,0
18,18,6,9,100.9168,102.8609,100.9168,102.8609,100.9168,102.8609,74.33926,30.49192,0,0,74.33926,43.12209,74.33926,43.12209,0
18,18,7,11,75.30733,184.7208,75.30733,184.7208,75.30733,184.7208,74.32552,34.84674,0,0,74.32552,49.28073,74.32552,49.28073,0
18,18,8,13,127.258,90.3346,127.258,90.3346,127.258,90.3346,83.9197,30.3733,-0,0,83.9197,42.95433,83.9197,42.95433,0
19,0,1,7,110.1449,58.10959,110.1449,58.10959,110.1449,58.10959,88.95543,24.39066,-0,0,88.95543,34.4936,88.95543,34.4936,0
19,0,2,17,12.96424,46.86771,12.96424,46.86771,12.96424,46.86771,43.02624,19.07274,-0,0,43.02624,26.97293,43.02624,26.97293,0
19,0,3,2,380.3566,133.0444,380.3566,133.0444,380.3566,133.0444,179.1428,30.29016,0,0,179.1428,42.83676,179.1428,42.83676,0
19,0,4,19,64.92857,70.20643,64.92857,70.20643,64.92857,70.20643,66.57597,25.99645,-0,0,66.57597,36.76453,66.57597,36.76453,0
19,0,5,9,631.9041,250.5514,631.9041,250.5514,631.9041,250.5514,220.3049,46.27912,0,0,220.3049,65.44856,220.3049,65.44856,0
19,0,6,10,127.7917,64.25159,127.7917,64.25159,127.7917,64.25159,95.92751,25.4564,0,0,95.92751,36.00079,95.92751,36.00079,0
19,0,7,17,305.2991,295.0718,305.2991,295.0718,305.2991,295.0718,126.8399,51.81497,-0,0,126.8399,73.27743,126.8399,73.27743,0
19,0,8,5,229.6794,379.8786,229.6794,379.8786,229.6794,379.8786,113.9443,52.06592,-0,0,113.9443,73.63232,113.9443,73.63232,0
19,0,9,0,,,,,,,,,,,,,,,
19,0,10,19,,,,,,,,,,,,,,,
19,0,11,6,,,,,,,,,,,,,,,
19,1,0,4,-36.64529,89.46515,-36.64529,89.46515,-36.64529,89.46515,47.65633,22.90751,-0,0,47.65633,32.39611,47.65633,32.39611,0
19,1,1,9,1991.676,439.5497,2305.83,830.9617,1869.623,517.9439,389.6199,61.94949,-11.70663,123.899,383.7666,105.1798,395.4733,65.48407,0
19,1,2,13,187.6608,62.80394,60.87548,163.8269,209.5034,67.99901,126.6238,25.72637,-32.59776,51.45274,110.325,45.62325,142.9227,23.78873,0
19,1,3,7,609.2841,138.8626,723.1809,184.2398,459.4869,211.2905,230.6591,31.52494,62.80072,63.04988,262.0595,35.15229,199.2588,52.34122,0
19,1,4,17,532.0235,165.9154,499.9273,176.5379,774.9091,485.6372,223.11,46.74942,-24.48294,93.49885,210.8686,43.34669,235.3515,82.84382,0
19,1,5,8,239.4113,52.00016,210.86,67.25667,281.8437,81.99185,154.5812,17.04091,-22.17966,34.08182,143.4914,23.43579,165.671,24.74538,0
19,1,6,3,67.70421,40.99472,172.8064,103.154,47.99129,44.67408,97.69258,22.7807,52.57803,45.5614,123.9816,38.00607,71.40357,25.12727,0
19,1,7,13,49.72628,49.41403,107.6813,100.2635,31.13335,56.78996,85.86041,23.23974,33.77938,46.47948,102.7501,37.49276,68.97072,27.47063,0
19,1,8,16,189.8941,105.2172,238.4177,161.2606,153.924,138.8425,125.379,32.37311,19.5133,64.74622,135.1357,47.72112,115.6224,43.75807,0
19,1,9,3,,,,,,,,,,,,,,,
19,1,10,9,,,,,,,,,,,,,,,
19,1,11,11,,,,,,,,,,,,,,,
19,2,0,4,201.1534,154.5473,201.1534,154.5473,201.1534,154.5473,112.6721,39.9471,0,0,112.6721,56.49373,112.6721,56.49373,0
19,2,1,3,118.4786,52.96407,555.73,323.7243,106.4524,53.68748,155.5078,36.3703,111.4493,72.74059,211.2324,67.7559,99.78312,26.46379,0
19,2,2,18,71.52648,28.54178,87.66144,40.13211,55.01287,40.60032,82.50983,16.36483,16.67863,32.72965,90.84915,22.23691,74.17052,24.01562,0
19,2,3,17,641.2299,146.7466,1049.646,307.9221,521.2123,166.9214,263.0765,31.92604,89.68538,63.85208,307.9192,50.00047,218.2338,39.71197,0
19,2,4,1,175.7534,75.96545,384.8336,301.7036,161.6011,78.49436,150.371,36.23296,57.6373,72.46592,179.1896,65.07181,121.5523,31.88996,0
19,2,5,6,404.0988,122.1579,339.2767,310.9908,415.9251,132.8347,185.8854,37.27675,-20.10031,74.5535,175.8353,65.734,195.9356,35.17479,0
19,2,6,16,890.1757,411.7646,462.3036,521.6984,1597.117,670.5856,237.5092,62.84687,-104.9566,125.6937,185.0309,79.17023,289.9876,97.62678,0
19,2,7,15,159.937,61.81324,154.4319,82.91611,166.824,92.74088,118.6294,24.59148,-4.050377,49.18297,116.6042,33.6727,120.6546,35.84848,0
19,2,8,12,-12.8446,180.7577,,,-12.8446,180.7577,94.15823,42.94841,,,,,94.15823,42.94841,2
19,2,9,18,529.6364,402.2121,,,529.6364,402.2121,147.9977,66.15616,,,,,147.9977,66.15616,2
19,2,10,6,,,,,,,,,,,,,,,
19,2,11,17,,,,,,,,,,,,,,,
19,3,0,9,4095.985,1714.971,4095.985,1714.971,4095.985,1714.971,403.237,134.3732,0,0,403.237,190.0324,403.237,190.0324,0
19,3,1,0,90.61168,36.14717,77.56762,66.00385,96.19995,43.20176,92.20444,19.13589,-5.724823,38.27178,89.34203,30.62769,95.06685,22.94938,0
19,3,2,2,808.5774,189.2159,560.2559,311.0689,954.4172,238.3897,256.271,38.60094,-84.98965,77.20189,213.7762,66.09434,298.7658,39.89574,0
19,3,3,9,1052.469,198.0017,1043.952,322.7575,1057.609,250.7242,307.7646,34.25849,-14.09692,68.51698,300.7162,55.7571,314.8131,39.82113,0
19,3,4,13,42.96158,35.16386,56.77499,57.76595,34.82971,44.32172,72.4574,18.88188,13.00317,37.76377,78.95898,28.49301,65.95582,24.78408,0
19,3,5,6,414.7661,122.3557,332.9286,160.4466,528.5016,189.1483,192.9765,32.28459,-45.23273,64.56918,170.3602,46.00814,215.5929,45.30376,0
19,3,6,6,378.0676,131.4785,,,378.0676,131.4785,182.6387,37.28428,,,,,182.6387,37.28428,2
19,3,7,14,158.6496,65.3261,143.1255,77.46259,196.8784,121.5585,121.0812,26.37827,-16.84517,52.75653,112.6586,32.55081,129.5038,41.51742,0
19,3,8,4,99.307,103.077,242.8459,158.3272,-6.288889,135.7982,106.9888,30.21277,47.52334,60.42555,130.7505,47.17263,83.22718,37.76229,0
19,3,9,2,166.3415,103.3699,138.8435,137.5751,201.9932,156.6495,112.8861,31.39795,-13.03828,62.79591,106.3669,42.61338,119.4052,46.12402,0
19,3,10,11,,,,,,,,,,,,,,,
19,3,11,4,,,,,,,,,,,,,,,
19,4,0,0,806.958,282.7316,806.958,282.7316,806.958,282.7316,254.9443,45.39364,0,0,254.9443,64.1963,254.9443,64.1963,0
19,4,1,18,1550.357,396.0197,1520.728,510.2815,1595.228,627.9713,339.2504,59.46866,9.349976,118.9373,343.9254,76.20371,334.5754,91.31857,0
19,4,2,10,786.1519,188.2148,736.0018,215.57,946.9908,386.0535,268.5485,40.58651,-13.25211,81.17302,261.9224,41.1515,275.1745,69.96865,0
19,4,3,0,915.3074,266.6035,1273.559,415.4024,664.3893,347.6491,278.0062,48.02534,93.5652,96.05067,324.7888,66.24423,231.2236,69.55166,0
19,4,4,8,1058.864,229.5496,967.963,257.9201,1405.206,503.4478,296.1424,46.4065,-10.67929,92.813,290.8028,44.34622,301.4821,81.53322,0
19,4,5,7,92.6843,42.38693,155.7835,121.5494,83.94868,45.22593,104.6809,24.15465,32.283,48.30931,120.8224,41.54904,88.53938,24.64684,0
19,4,6,14,213.6194,98.86227,211.5135,103.3086,236.5165,340.6494,144.0626,37.20247,-16.58051,74.40495,135.7723,37.03054,152.3528,64.53553,0
19,4,7,5,26.67726,72.27863,36.56858,94.63155,12.82703,111.9792,83.64338,25.07242,-0.514801,50.14484,83.38598,34.59041,83.90078,36.30439,0
19,4,8,0,167.1002,99.39225,148.4735,147.6587,182.5317,134.3989,111.9923,30.78231,-7.124886,61.56462,108.4298,43.853,115.5547,43.21016,0
19,4,9,19,,,,,,,,,,,,,,,
19,4,10,2,4.098803,130.3651,4.098803,130.3651,,,79.41094,36.3161,,,79.41094,36.3161,,,1
19,4,11,1,,,,,,,,,,,,,,,
19,5,0,15,82.33176,67.36176,82.33176,67.36176,82.33176,67.36176,73.53331,26.31446,-0,0,73.53331,37.21427,73.53331,37.21427,0
19,5,1,7,316.5627,113.8495,275.023,151.0944,371.1268,173.1688,168.7595,32.83579,-23.99484,65.67159,156.7621,45.51543,180.7569,47.34029,0
19,5,2,0,831.0552,304.7398,1150.279,509.4248,653.1636,380.2859,259.4711,55.50626,64.84422,111.0125,291.8932,83.19763,227.049,73.49785,0
19,5,3,6,343.2888,133.8755,320.5867,148.0804,444.878,313.2484,181.1074,39.82221,-24.32918,79.64442,168.9428,43.55843,193.272,66.67755,0
19,5,4,1,1087.261,286.3097,1010.7,398.4817,1168.963,411.6451,286.8826,50.12106,-23.56546,100.2421,275.0998,71.70324,298.6653,70.05088,0
19,5,5,8,168.7313,86.30351,214.8291,105.0629,73.08844,151.3336,121.7013,28.81256,30.73984,57.62511,137.0712,37.32534,106.3313,43.90299,0
19,5,6,18,180.8855,94.01967,-50.12406,223.5012,230.5547,103.6355,122.5953,29.97037,-37.07185,59.94075,104.0594,47.5727,141.1312,36.46548,0
19,5,7,2,115.4087,95.36388,180.813,110.6463,-73.51829,188.0532,107.8945,29.13664,31.37434,58.27328,123.5817,39.60923,92.20732,42.74207,0
19,5,8,12,301.1792,145.9616,371.9141,199.3033,219.3533,214.3597,136.7256,36.99747,27.8163,73.99494,150.6338,53.06659,122.8175,51.56732,0
19,5,9,9,,,,,,,,,,,,,,,
19,5,10,13,208.6557,281.6136,,,208.6557,281.6136,111.4968,51.92206,,,,,111.4968,51.92206,2
19,5,11,10,,,,,,,,,,,,,,,
19,6,0,17,125.7526,71.89373,125.7526,71.89373,125.7526,71.89373,93.47479,27.44078,-0,0,93.47479,38.80712,93.47479,38.80712,0
19,6,1,2,306.5232,102.1275,372.7349,146.0529,243.1747,142.8602,165.8175,30.24312,35.16824,60.48624,183.4016,40.87518,148.2334,44.5848,0
19,6,2,5,87.77066,46.32925,71.58038,55.28057,125.9775,84.92123,97.28828,22.28568,-24.82704,44.57135,84.87476,28.03031,109.7018,34.65411,0
19,6,3,16,425.8184,82.47661,434.0473,167.4001,423.1806,94.77847,198.1536,24.98174,-8.406601,49.96349,193.9503,44.13522,202.3569,23.41865,0
19,6,4,1,533.7616,201.28,632.8849,269.3906,408.492,302.8428,208.9689,43.83311,43.64873,87.66623,230.7933,58.30772,187.1445,65.46432,0
19,6,5,2,155.2053,117.5075,155.2053,117.5075,,,119.4214,40.86715,,,119.4214,40.86715,,,1
19,6,6,1,1042.22,423.9933,,,1042.22,423.9933,248.1449,77.25391,,,,,248.1449,77.25391,2
19,6,7,4,566.0997,129.3848,789.3499,180.1633,328.333,185.9285,210.3607,30.83295,108.2339,61.66591,264.4777,34.0602,156.2438,51.4061,0
19,6,8,18,290.7352,128.425,343.0441,140.8551,32.98775,312.667,137.6749,34.35811,46.66862,68.71622,161.0092,42.93944,114.3406,53.64816,0
19,6,9,16,1107.038,303.0611,297.2145,389.3701,2351.604,482.699,267.236,44.36519,-251.7027,88.73038,141.3846,64.05709,393.0873,61.39845,0
19,6,10,3,141.8954,159.9808,,,141.8954,159.9808,102.8065,43.9102,,,,,102.8065,43.9102,2
19,6,11,18,,,,,,,,,,,,,,,
19,7,0,2,803.5002,231.0354,803.5002,231.0354,803.5002,231.0354,268.0251,33.34293,-0,0,268.0251,47.15402,268.0251,47.15402,0
19,7,1,15,775.7172,169.7194,666.0885,384.1148,802.3117,189.1885,253.0933,40.67953,-46.99138,81.35906,229.5976,73.82166,276.589,34.2003,0
19,7,2,13,191.2424,91.5487,132.193,104.2469,390.2979,191.4003,148.544,31.77691,-69.7618,63.55382,113.6631,38.49229,183.4249,50.57105,0
19,7,3,5,568.8124,138.8581,613.441,155.0945,388.5143,311.7344,207.2039,36.64785,64.19437,73.2957,239.301,32.40574,175.1067,65.74289,0
19,7,4,7,216.2089,164.2343,,,216.2089,164.2343,140.4473,48.2967,,,,,140.4473,48.2967,2
19,7,5,19,107.4503,96.1523,233.4034,316.3815,94.63311,100.9261,126.5695,36.7618,51.84502,73.52361,152.4921,63.25174,100.647,37.48249,0
19,7,6,9,50.83526,44.86036,43.55731,63.73036,57.98302,63.15777,77.62013,20.86903,-4.618263,41.73806,75.311,29.35159,79.92926,29.67407,0
19,7,7,16,631.2542,221.5998,662.3378,339.7071,608.2296,292.3718,202.4469,47.35763,1.726624,94.71526,203.3102,69.48549,201.5836,64.36418,0
19,7,8,4,14.84113,103.3039,-65.16918,272.2816,28.29482,111.6519,94.29372,30.61562,20.4119,61.23125,104.4997,49.29886,84.08776,36.3165,0
19,7,9,9,711.6077,468.6279,,,711.6077,468.6279,150.3191,68.7899,,,,,150.3191,68.7899,2
19,7,10,1,222.5733,173.0105,321.5107,270.6909,154.244,224.9557,113.8773,36.32785,16.27959,72.65569,122.0171,54.41465,105.7375,48.14454,0
19,7,11,6,,,,,,,,,,,,,,,
19,8,0,10,1832.691,528.5447,1832.691,528.5447,1832.691,528.5447,389.1623,53.80492,-0,0,389.1623,76.09165,389.1623,76.09165,0
19,8,1,6,196.8105,55.36023,282.9128,138.7915,180.5198,60.37062,144.307,24.5562,27.57301,49.1124,158.0935,42.83373,130.5205,24.02704,0
19,8,2,3,1316.523,363.7677,1521.714,426.2621,766.5751,697.8447,273.3835,55.67299,131.3083,111.346,339.0377,65.18949,207.7294,90.26768,0
19,8,3,11,2356.591,297.9319,2740.923,330.6917,700.0251,686.5535,371.2004,49.7256,281.4914,99.45119,511.9461,32.2975,230.4547,94.06068,0
19,8,4,1,1018.599,366.015,640.3334,634.8037,1206.976,447.9765,240.121,57.72931,-85.41719,115.4586,197.4124,85.94402,282.8296,77.0994,0
19,8,5,18,659.3718,153.7014,270.0052,322.967,773.3782,174.7605,210.5018,35.938,-112.189,71.87601,154.4073,63.96778,266.5963,32.77625,0
19,8,6,0,299.3098,137.7931,299.3098,137.7931,,,157.4663,42.68636,,,157.4663,42.68636,,,1
19,8,7,6,180.1544,77.58143,147.4176,94.99651,245.7146,134.4343,124.824,28.5092,-26.52465,57.0184,111.5617,36.74477,138.0864,43.59954,0
19,8,8,5,781.4072,381.8437,491.5641,707.1437,900.7036,453.6697,164.9769,52.1023,-40.55666,104.2046,144.6985,71.10243,185.2552,76.1777,0
19,8,9,15,266.2821,186.2401,,,266.2821,186.2401,123.2988,49.50414,,,,,123.2988,49.50414,2
19,8,10,14,189.8295,148.7038,189.8295,148.7038,,,107.9413,43.86945,,,107.9413,43.86945,,,1
19,8,11,0,1196.892,781.9072,,,1196.892,781.9072,137.3835,68.62582,,,,,137.3835,68.62582,2
19,9,0,4,109.1385,55.53579,109.1385,55.53579,109.1385,55.53579,88.62219,23.72104,-0,0,88.62219,33.54662,88.62219,33.54662,0
19,9,1,7,174.7544,58.42373,143.0314,83.43123,205.2782,81.839,125.1409,22.92946,-22.54395,45.85892,113.869,34.03617,136.4129,30.73401,0
19,9,2,0,866.3006,243.795,681.3284,645.6132,897.0634,263.2885,255.7504,51.23575,-60.0235,102.4715,225.7386,91.53233,285.7621,46.06778,0
19,9,3,14,64.23814,39.85238,52.75824,48.0273,89.61718,71.40959,84.36111,20.58396,-19.42199,41.16792,74.65012,26.07406,94.07211,31.85814,0
19,9,4,14,27.09279,31.16758,27.09279,31.16758,,,56.81798,20.88711,,,56.81798,20.88711,,,1
19,9,5,19,346.8005,93.56742,357.374,128.1049,334.7094,136.9901,170.9098,27.93123,8.022949,55.86246,174.9213,37.69427,166.8983,41.22811,0
19,9,6,2,373.5192,99.5241,369.6283,155.3892,376.2255,129.5933,174.9823,29.21484,-7.143188,58.42968,171.4107,44.82187,178.5539,37.48368,0
19,9,7,19,389.1382,109.5366,506.8983,299.0481,370.8909,117.7176,162.7581,35.83873,-18.25401,71.67746,153.6311,62.29515,171.8851,35.45381,0
19,9,8,2,320.0031,159.4241,187.1186,209.8936,501.2012,245.0975,140.686,38.62804,-47.09959,77.25608,117.1362,50.17159,164.2358,58.74788,0
19,9,9,11,653.7669,477.2258,,,653.7669,477.2258,144.0914,67.29015,,,,,144.0914,67.29015,2
19,9,10,14,99.44917,166.4034,97.06799,196.0282,105.5901,314.8041,102.0132,33.87909,-6.789062,67.75818,98.61864,44.91371,105.4077,50.73391,0
19,10,0,11,1226.527,376.9149,1226.527,376.9149,1226.527,376.9149,320.0595,47.2343,-0,0,320.0595,66.79939,320.0595,66.79939,0
19,10,1,10,938.2729,216.928,653.4293,303.3604,1236.342,310.3231,283.8774,39.28682,-104.7831,78.57365,231.4859,63.59815,336.269,46.1421,0
19,10,2,10,631.1564,234.9944,498.1564,354.4649,735.4485,313.887,217.168,47.72462,-43.63617,95.44923,195.3499,70.57255,238.986,64.26564,0
19,10,3,7,77.0488,60.49928,10.478,95.00972,122.4511,78.46305,92.42863,23.70299,-27.17759,47.40598,78.83984,33.76151,106.0174,33.27894,0
19,10,4,1,44.123,56.69282,40.04029,62.99504,61.51943,130.0356,86.63214,25.04662,-24.51853,50.09324,74.37287,29.14158,98.8914,40.74434,0
19,10,5,2,193.7946,61.17387,263.3253,76.45978,70.11639,101.9744,125.6766,22.06729,64.79556,44.13459,158.0744,24.18474,93.27886,36.91829,0
19,10,6,7,92.13456,107.8257,79.27765,110.2946,369.7032,512.4734,129.854,41.53424,-66.22652,83.06847,96.74076,38.36125,162.9673,73.6803,0
19,10,7,16,37.37587,84.76735,206.365,254.4587,16.28147,89.90244,101.1629,31.89425,52.02631,63.7885,127.176,54.8742,75.14974,32.52375,0
19,10,8,3,44.71529,74.31403,-153.4453,211.1775,72.72305,79.39226,86.79153,26.64552,0.799408,53.29105,87.19124,41.86502,86.39183,32.97357,0
19,10,9,6,,,,,,,,,,,,,,,
19,10,10,8,217.6353,124.1329,138.2424,166.9795,315.715,185.593,117.9774,33.64821,-29.45798,67.29642,103.2484,44.49974,132.7064,50.48347,0
19,11,0,7,126.3045,74.06256,126.3045,74.06256,126.3045,74.06256,92.47335,27.94064,-0,0,92.47335,39.51403,92.47335,39.51403,0
19,11,1,8,727.4542,225.7526,740.749,461.4811,723.2717,258.8382,227.7992,48.61666,-24.83348,97.23332,215.3825,80.16229,240.216,55.03022,0
19,11,2,0,502.3542,140.5746,540.3841,204.7811,468.4625,193.3188,203.4542,34.89177,14.90611,69.78353,210.9073,49.36949,196.0012,49.31931,0
