H,K,L,FreeR_flag,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM
25,1,2,17,218.9799,77.77676,273.8877,169.9283,204.4287,87.47759,130.3135,29.65788,5.304741,59.31577,132.9659,48.78143,127.6612,33.74511,0
25,1,3,0,50.6354,56.38729,59.52652,59.3818,-30.91032,179.8356,84.4368,25.48492,-13.27915,50.96984,77.79722,28.79509,91.07637,42.05672,0
25,1,4,6,94.29684,32.95485,77.53213,44.05166,115.6032,49.66139,91.91556,17.498,-17.73771,34.99601,83.04671,24.71338,100.7844,24.77841,0
25,1,5,8,125.8081,52.47072,120.635,65.52996,135.0505,87.59022,104.5406,23.18134,-4.77462,46.36267,102.1533,30.07631,106.9279,35.28333,0
25,1,6,16,159.8273,57.69162,88.75811,74.01877,269.8232,92.0851,118.2549,22.6869,-60.11864,45.3738,88.19559,32.21101,148.3142,31.95674,0
25,1,7,18,22.15262,23.95785,22.15262,23.95785,,,49.32243,18.28322,,,49.32243,18.28322,,,1
25,1,8,0,32.59653,21.81024,16.56653,40.92665,38.95459,25.7752,56.91873,14.82226,-5.203529,29.64453,54.31697,22.6532,59.5205,19.12147,0
25,2,0,1,584.1016,366.4245,584.1016,366.4245,584.1016,366.4245,157.5348,60.04259,0,0,157.5348,84.91304,157.5348,84.91304,0
25,2,1,1,137.2543,57.06345,131.5499,79.01292,143.4734,82.49979,106.7181,23.89646,-4.002747,47.79292,104.7167,33.46247,108.7195,34.1237,0
25,2,2,11,176.1941,75.93875,176.1941,75.93875,,,120.073,31.30402,,,120.073,31.30402,,,1
25,2,3,0,213.1208,113.1368,209.0197,118.6643,254.0901,375.0613,132.0468,37.22155,-8.675217,74.44309,127.7092,41.02804,136.3844,62.11662,0
25,2,4,19,39.56976,26.91132,36.63121,32.19221,46.38817,49.03715,65.32433,16.85802,-9.122581,33.71604,60.76303,21.33533,69.88561,26.10699,0
25,2,5,17,30.38122,29.19064,28.35827,45.71415,31.77392,37.93048,61.73382,16.86,1.706783,33.71999,62.58721,24.73505,60.88042,22.91757,0
25,2,6,0,98.26149,63.50673,103.8878,109.4883,95.40887,77.96124,92.951,25.22208,5.017159,50.44416,95.45959,38.10472,90.44243,33.05516,0
25,2,7,6,202.1273,118.2575,235.9058,136.9787,103.2673,234.3383,110.0561,32.01884,20.91051,64.03767,120.5113,43.83778,99.60084,46.68053,0
25,2,8,6,230.146,107.4551,221.8188,158.1244,237.2911,146.4726,115.1283,31.91998,-4.60128,63.83996,112.8276,45.48399,117.4289,44.79673,0
25,3,0,19,370.5655,200.988,370.5655,200.988,370.5655,200.988,140.5448,46.05182,0,0,140.5448,65.12711,140.5448,65.12711,0
25,3,1,17,301.4579,77.77486,375.3617,115.5108,240.1679,105.1924,155.3755,25.39751,38.6572,50.79502,174.7041,34.28091,136.0469,37.4827,0
25,3,2,9,216.2936,60.06464,173.1453,81.11816,268.6652,89.36837,134.26,22.58863,-31.64788,45.17727,118.4361,33.02141,150.084,30.83135,0
25,3,3,0,36.29365,44.04721,18.29979,51.36444,86.29864,85.62626,76.61794,21.43393,-29.94714,42.86786,61.64437,25.52238,91.59151,34.44215,0
25,3,4,17,401.2356,120.4256,871.6228,293.6915,306.1627,132.0359,184.2867,38.10338,69.73012,76.20676,219.1518,63.4012,149.4217,42.28188,0
25,3,5,0,57.7218,128.6505,57.7218,128.6505,,,92.30028,39.3982,,,92.30028,39.3982,,,1
25,3,6,18,52.46124,45.77728,99.28297,106.5825,41.87025,50.69094,80.44923,22.85683,25.67525,45.71366,93.28687,37.45164,67.61161,26.21284,0
25,3,7,5,85.48645,35.24726,138.3745,71.94475,68.78286,40.43199,89.51044,19.88105,25.97157,39.7621,102.4962,31.80552,76.52466,23.86279,0
25,3,8,4,211.5202,95.3284,175.3927,101.4399,484.5299,278.8556,122.6395,34.60288,-25.21387,69.20576,110.0325,37.94532,135.2464,57.87564,0
25,4,0,6,97.68655,59.22285,97.68655,59.22285,97.68655,59.22285,78.58774,25.03158,0,0,78.58774,35.39999,78.58774,35.39999,0
25,4,1,6,416.5121,176.2533,,,416.5121,176.2533,164.5599,49.52758,,,,,164.5599,49.52758,2
25,4,2,14,76.5683,63.60184,55.80668,87.0918,100.2942,93.10184,89.08055,24.58443,-12.76646,49.16886,82.69733,33.58533,95.46378,35.91103,0
25,4,3,7,64.31303,90.67196,28.23624,95.62939,385.4576,285.317,115.7994,34.98523,-72.36391,69.97045,79.61747,33.97562,151.9814,61.16798,0
25,4,4,5,76.20908,52.7091,115.5096,168.5865,71.95115,55.49102,92.60213,26.45787,23.8582,52.91573,104.5312,44.8749,80.67303,28.04137,0
25,4,5,18,16.32276,31.70788,5.135626,33.19095,133.1799,107.2723,75.20722,21.75676,-55.77489,43.51351,47.31977,20.09905,103.0947,38.59344,0
25,4,6,18,29.38124,39.2933,59.24915,100.2991,23.96612,42.70699,70.3802,21.09602,24.37154,42.19203,82.56596,34.99847,58.19442,23.56426,0
25,4,7,6,81.10526,42.04428,153.4499,89.97432,60.89473,47.55586,88.73811,22.07806,31.36852,44.15611,104.4224,35.76027,73.05386,25.903,0
25,4,8,0,78.92934,41.7344,80.10872,71.59815,78.32241,51.36254,82.25945,20.72836,1.89566,41.45671,83.20728,31.44278,81.31161,27.01871,0
25,5,0,18,162.6743,129.7988,162.6743,129.7988,162.6743,129.7988,93.57518,35.71525,0,0,93.57518,50.509,93.57518,50.509,0
25,5,1,15,196.3851,102.25,196.3851,102.25,,,123.6193,37.82779,,,123.6193,37.82779,,,1
25,5,2,3,141.4898,76.74386,113.407,95.08272,193.9784,129.9912,111.6467,28.17052,-22.62952,56.34105,100.332,36.52095,122.9615,42.90144,0
25,5,3,17,178.4467,52.52119,213.5672,62.26871,91.8638,97.77,117.5924,21.29675,46.86257,42.59351,141.0237,22.0774,94.16109,36.4252,0
25,5,4,14,211.274,64.52855,186.5459,88.39921,239.4804,94.41151,131.0529,24.27067,-16.97047,48.54135,122.5677,34.56875,139.5382,34.07732,0
25,5,5,17,261.6566,88.68599,311.1934,161.2416,240.1707,106.1914,132.6392,30.57164,4.291977,61.14328,134.7852,47.70607,130.4932,38.24437,0
25,5,6,1,152.8107,76.90795,152.8107,76.90795,,,108.1452,32.75006,,,108.1452,32.75006,,,1
25,5,7,14,164.6179,54.73302,274.6466,91.95903,104.2575,68.11102,118.6851,22.42161,55.23254,44.84321,146.3014,32.29329,91.06886,31.11362,0
25,5,8,14,46.85963,67.07446,-1.886525,83.62296,134.8004,112.3183,83.71248,24.60859,-33.90342,49.21717,66.76077,29.99544,100.6642,39.02055,0
25,6,0,11,108.2905,80.11452,108.2905,80.11452,108.2905,80.11452,80.65619,28.73463,0,0,80.65619,40.63691,80.65619,40.63691,0
25,6,1,2,110.2087,52.25465,122.3173,63.652,85.18043,91.51255,97.23401,22.98883,10.78658,45.97766,102.6273,29.4595,91.84071,35.29991,0
25,6,2,3,335.2078,106.072,207.2604,132.6429,562.1673,176.6617,167.8292,30.79697,-82.27655,61.59394,126.691,43.41935,208.9675,43.68722,0
25,6,3,14,88.59455,49.15102,93.08034,51.62678,45.16033,160.6465,92.0715,24.89882,-4.512375,49.79764,89.81531,26.75936,94.32768,41.99693,0
25,6,4,1,154.7687,92.3904,70.44832,155.6693,200.6221,114.7948,113.1848,29.51799,-25.65833,59.03598,100.3556,43.10323,126.014,40.34053,0
25,6,5,5,67.36863,33.08385,121.4364,51.87255,30.29395,42.95435,81.28604,17.52662,40.64283,35.05323,101.6075,25.53564,60.96462,24.01375,0
25,6,6,0,84.50095,60.37218,84.50095,60.37218,,,84.2457,29.252,,,84.2457,29.252,,,1
25,6,7,16,144.8853,47.79197,269.0387,84.6984,86.89138,57.88779,117.5213,20.54344,63.50996,41.08687,149.2762,29.4173,85.76629,28.68368,0
25,6,8,16,61.21425,32.22411,130.1478,50.85236,14.96103,41.65497,80.22762,16.76527,50.74596,33.53054,105.6006,24.52607,54.85464,22.86415,0
25,7,0,2,309.4457,146.8904,309.4457,146.8904,309.4457,146.8904,140.9123,38.8131,0,0,140.9123,54.89002,140.9123,54.89002,0
25,7,1,17,62.34367,77.64054,358.619,308.9923,42.37721,80.21405,112.9332,34.86979,69.03909,69.73958,147.4527,61.91167,78.41364,32.10224,0
25,7,2,10,339.2284,129.6064,284.6422,138.4448,726.2548,368.6426,162.2915,41.55576,-35.8262,83.11153,144.3784,43.98404,180.2046,70.519,0
25,7,3,1,40.87447,36.32235,33.30243,44.8292,55.34536,61.97294,69.62326,19.05734,-12.60619,38.11467,63.32017,24.62974,75.92636,29.08787,0
25,7,4,19,259.6462,89.7589,252.2801,123.4923,267.896,130.6898,138.7708,29.77968,-3.084534,59.55936,137.2286,41.4883,140.3131,42.73217,0
25,7,5,14,268.7405,126.0127,258.599,177.9043,278.9518,178.5152,129.1664,34.92123,-3.973557,69.84245,127.1796,49.14816,131.1532,49.62284,0
25,7,6,2,61.01883,92.15733,53.91811,98.00843,115.2178,270.7747,92.33163,29.97379,-23.31044,59.94759,80.67641,34.41056,103.9868,49.08795,0
25,7,7,19,323.4208,153.3178,335.9912,157.7936,111.219,648.319,127.183,37.01676,29.92825,74.03352,142.1471,47.3572,112.2188,56.90569,0
25,8,0,4,95.29034,135.0316,95.29034,135.0316,95.29034,135.0316,78.20803,33.56805,0,0,78.20803,47.47239,78.20803,47.47239,0
25,8,1,9,125.5991,72.94837,,,125.5991,72.94837,102.4591,32.07346,,,,,102.4591,32.07346,2
25,8,2,6,182.54,100.0025,173.9434,157.7723,188.313,129.2917,115.6492,31.21355,-3.515198,62.4271,113.8916,45.63166,117.4068,42.60158,0
25,8,3,16,102.6141,63.52899,102.6141,63.52899,,,94.83133,29.97486,,,94.83133,29.97486,,,1
25,8,4,1,333.3257,130.3492,280.3889,277.7216,348.282,147.619,132.8473,35.15203,-30.07704,70.30407,117.8087,53.60148,147.8858,45.49224,0
25,8,5,7,336.7388,100.085,338.99,110.4254,326.3791,236.8831,143.1301,32.11954,34.29623,64.23908,160.2782,35.39515,125.982,53.60824,0
25,8,6,12,125.8766,75.59608,178.7631,116.1969,87.0638,99.54283,97.54549,26.88991,21.77022,53.77981,108.4306,40.2507,86.66039,35.66721,0
25,8,7,3,38.58362,36.12479,40.61259,55.40541,37.08324,47.64472,65.44072,18.46996,3.254257,36.93991,67.06785,26.97055,63.81359,25.24176,0
25,9,0,16,20.83853,47.67684,20.83853,47.67684,20.83853,47.67684,44.56941,19.52855,0,0,44.56941,27.61754,44.56941,27.61754,0
25,9,1,4,281.7332,106.1338,271.1347,126.9698,306.3135,193.3626,139.0196,33.33031,2.538406,66.66062,140.2888,41.99927,137.7504,51.76582,0
25,9,2,9,72.34027,99.71111,,,72.34027,99.71111,89.9948,36.18512,,,,,89.9948,36.18512,2
25,9,3,2,340.9545,158.24,437.6908,236.0735,262.0297,213.2354,141.3129,38.83853,26.67511,77.67706,154.6505,57.37915,127.9754,52.358,0
25,9,4,18,669.5034,152.905,819.6083,218.8023,526.2286,213.7663,207.0041,36.32039,62.7271,72.64078,238.3677,47.58026,175.6406,54.88899,0
25,9,5,9,114.5368,55.35537,114.5368,55.35537,,,97.03369,27.3513,,,97.03369,27.3513,,,1
25,9,6,6,168.7314,131.5478,168.7314,131.5478,,,107.2769,42.09583,,,107.2769,42.09583,,,1
25,9,7,4,270.6241,144.131,404.945,237.6031,192.4225,181.2959,123.6251,36.34767,26.35302,72.69534,136.8016,55.50443,110.4486,46.94541,0
25,10,0,12,62.45108,58.00417,62.45108,58.00417,62.45108,58.00417,62.72831,23.8945,0,0,62.72831,33.79193,62.72831,33.79193,0
25,10,1,8,114.5783,52.86291,140.3964,149.0087,110.8611,56.54054,105.3139,26.19866,13.49815,52.39731,112.063,44.54063,98.56483,27.5973,0
25,10,2,2,89.73324,48.98149,110.323,56.59488,28.27627,97.77704,87.87103,21.93552,18.41571,43.87104,97.07889,27.74989,78.66318,33.97957,0
25,10,3,7,96.28669,46.53421,83.41022,63.92942,110.7975,67.86543,89.64764,21.60036,-10.12035,43.20072,84.58747,30.02891,94.70782,31.05748,0
25,10,4,16,364.4269,145.5428,351.2915,224.2744,373.9832,191.2944,136.5272,37.30352,-10.30672,74.60704,131.3739,53.71357,141.6806,51.77898,0
25,10,5,13,184.1871,51.75594,219.3012,75.53159,153.1069,71.06072,121.0698,21.31147,23.94555,42.62294,133.0426,29.18248,109.097,31.06602,0
25,10,6,13,141.9345,102.0224,345.1319,202.95,73.22144,118.0183,111.8054,32.30266,46.92396,64.60532,135.2674,52.4483,88.34341,37.72297,0
25,10,7,4,135.4157,52.50376,122.5237,101.1211,140.174,61.43359,102.8499,23.3852,-9.209908,46.77041,98.24493,37.29607,107.4548,28.22187,0
25,11,0,0,450.6737,202.9434,450.6737,202.9434,450.6737,202.9434,156.843,46.1144,0,0,156.843,65.21561,156.843,65.21561,0
25,11,1,11,181.8334,62.60024,154.4923,80.61452,223.3636,99.35434,118.2463,24.95012,-19.23272,49.90024,108.63,33.65905,127.8627,36.83887,0
25,11,2,5,169.1406,105.2971,113.2225,139.6246,242.8826,160.3404,110.8589,31.3161,-24.67847,62.63219,98.5197,41.50357,123.1982,46.90677,0
25,11,3,7,535.6905,229.877,442.6401,268.9579,787.9153,442.8117,146.7988,45.04535,-8.67807,90.09071,142.4597,58.62968,151.1378,68.40246,0
25,11,4,9,247.2451,181.2022,252.9321,216.6758,234.0153,330.4809,116.2722,37.10398,3.866089,74.20795,118.2052,50.81402,114.3392,54.08101,0
25,11,5,17,50.2596,30.63665,7.415273,48.20683,79.28873,39.68066,68.52133,16.60478,-27.1498,33.20956,54.94643,23.79852,82.09623,23.16258,0
25,11,6,7,122.6179,79.12082,136.9873,129.0184,113.9566,100.1673,95.63203,27.33355,5.45536,54.66711,98.35971,40.56498,92.90435,36.64663,0
25,12,0,9,71.07415,51.56439,71.07415,51.56439,71.07415,51.56439,66.07687,23.13143,0,0,66.07687,32.71278,66.07687,32.71278,0
25,12,1,5,139.1084,48.96878,174.3529,78.44165,116.6022,62.68336,108.3833,21.86436,19.95806,43.72872,118.3624,32.26098,98.40429,29.51999,0
25,12,2,17,23.66532,89.38332,23.66532,89.38332,,,73.58234,32.14034,,,73.58234,32.14034,,,1
25,12,3,11,93.15525,105.6961,91.52242,192.3223,93.86184,126.5151,95.16978,29.69146,5.47049,59.38293,97.90502,44.56152,92.43453,39.25052,0
25,12,4,15,125.9046,39.84951,132.0874,53.75882,118.3639,59.36942,100.7004,19.29444,7.327568,38.58887,104.3642,25.85545,97.03664,28.64606,0
25,12,5,19,97.2323,57.40513,416.0315,282.8656,83.53851,58.62507,109.6808,32.42474,50.8751,64.84947,135.1183,58.07083,84.24322,28.86577,0
25,12,6,7,49.57581,36.68909,27.0725,45.71998,90.27769,61.48794,73.66645,19.17739,-26.24094,38.35478,60.54598,24.43695,86.78692,29.56222,0
25,13,0,14,,,,,,,,,,,,,,,
25,13,1,4,161.3223,182.551,,,161.3223,182.551,105.6339,46.03782,,,,,105.6339,46.03782,2
25,13,2,4,315.1015,143.6829,336.8427,213.1525,296.9951,194.5199,128.8267,36.60313,4.003601,73.20626,130.8285,52.78048,126.8249,50.72846,0
25,13,3,8,198.64,93.45038,181.3765,130.9635,216.5484,133.3874,112.5891,30.15415,-7.86425,60.30829,108.6569,42.13168,116.5212,43.15104,0
25,13,4,12,175.9607,68.44255,223.1667,99.42854,133.449,94.35537,114.7338,25.88968,27.35695,51.77937,128.4123,36.80556,101.0554,36.42052,0
25,13,5,17,200.0328,117.9418,,,200.0328,117.9418,114.0218,40.75606,,,,,114.0218,40.75606,2
25,14,0,15,61.45361,62.80964,61.45361,62.80964,61.45361,62.80964,60.76448,24.23887,0,0,60.76448,34.27894,60.76448,34.27894,0
25,14,1,8,155.6424,87.62029,204.6299,113.5824,83.64447,137.6983,104.5081,28.30975,26.35216,56.6195,117.6842,40.17885,91.33206,39.8927,0
25,14,2,16,176.1827,71.52349,166.5903,80.05022,214.1505,159.2605,111.3858,28.17278,-0.671936,56.34556,111.0498,33.36895,111.7218,45.40193,0
25,14,3,17,67.12366,33.93672,65.74181,60.20583,67.7672,41.0859,77.21964,18.8256,0.9116211,37.6512,77.67545,28.94539,76.76383,24.07855,0
25,14,4,7,358.9847,119.6516,379.3107,154.7531,328.7733,188.6683,138.0488,34.33358,21.1326,68.66717,148.6151,46.75368,127.4825,50.29187,0
25,14,5,6,67.63045,93.61477,12.04984,119.3614,156.4608,150.8978,92.65642,28.25517,-27.68822,56.51034,78.81231,35.59951,106.5005,43.88728,0
25,15,0,2,164.8834,63.46562,164.8834,63.46562,164.8834,63.46562,111.2419,23.23066,0,0,111.2419,32.85311,111.2419,32.85311,0
25,15,1,4,76.5507,38.32157,108.9612,60.84328,55.23922,49.3374,82.6702,19.67715,21.94081,39.3543,93.6406,29.28744,71.69979,26.28701,0
25,15,2,8,100.7361,62.09879,71.9269,116.2978,112.226,73.44558,91.9502,24.80212,-6.583519,49.60424,88.65843,37.6391,95.24195,32.30911,0
25,15,3,1,53.31409,50.73966,42.13359,53.86536,141.3493,151.1497,83.09799,25.10865,-31.80172,50.21729,67.19714,26.75717,98.99886,42.49506,0
25,15,4,10,28.69273,37.74121,52.04424,570.488,28.59009,37.82407,84.86211,30.28706,53.43082,60.57412,111.5775,56.1912,58.14669,22.6224,0
25,16,0,11,309.5868,175.4501,309.5868,175.4501,309.5868,175.4501,119.8929,42.5539,0,0,119.8929,60.1803,119.8929,60.1803,0
25,16,1,1,73.16888,76.07687,76.44624,96.57019,67.80774,123.5122,84.74887,25.63713,-1.663116,51.27426,83.91731,34.88503,85.58043,37.57771,0
25,16,2,11,104.3927,50.44192,119.0731,73.14712,91.08165,69.65243,90.67845,22.45438,9.515083,44.90877,95.436,32.24339,85.92091,31.25958,0
25,16,3,12,105.4095,98.58688,,,105.4095,98.58688,93.238,36.47187,,,,,93.238,36.47187,2
25,17,0,5,331.0011,165.2103,331.0011,165.2103,331.0011,165.2103,132.256,41.80835,0,0,132.256,59.12593,132.256,59.12593,0
25,17,1,19,64.06236,57.04102,105.3444,116.6151,51.07896,65.39857,84.26103,24.32622,20.62983,48.65244,94.57595,38.71088,73.94612,29.4708,0
25,17,2,5,67.4202,34.20425,91.41062,63.08958,57.43319,40.70581,79.78907,19.2044,15.6694,38.40879,87.62377,29.94474,71.95437,24.05302,0
26,0,0,9,,,,,,,,,,,,,,,
26,0,1,8,89.90359,100.5388,89.90359,100.5388,89.90359,100.5388,74.67299,30.34406,0,0,74.67299,42.91299,74.67299,42.91299,0
26,0,2,3,45.83935,38.8541,45.83935,38.8541,45.83935,38.8541,54.00353,19.83613,0,0,54.00353,28.05252,54.00353,28.05252,0
26,0,3,9,201.4079,79.14748,201.4079,79.14748,201.4079,79.14748,123.347,26.09071,0,0,123.347,36.89783,123.347,36.89783,0
26,0,4,4,12.86281,25.01017,12.86281,25.01017,12.86281,25.01017,33.8461,14.48914,0,0,33.8461,20.49074,33.8461,20.49074,0
26,0,5,11,0.8755965,33.73758,0.8755965,33.73758,0.8755965,33.73758,32.95367,15.23163,0,0,32.95367,21.54078,32.95367,21.54078,0
26,0,6,18,61.80703,58.40541,61.80703,58.40541,61.80703,58.40541,60.71139,23.70921,0,0,60.71139,33.52989,60.71139,33.52989,0
26,0,7,11,176.6941,130.0242,176.6941,130.0242,176.6941,130.0242,93.62307,35.74259,0,0,93.62307,50.54765,93.62307,50.54765,0
26,1,0,6,1039.476,392.7213,1039.476,392.7213,1039.476,392.7213,239.9932,62.66265,0,0,239.9932,88.61837,239.9932,88.61837,0
26,1,1,6,128.1037,57.97469,135.4547,95.41866,123.8021,72.99239,104.8319,24.40648,4.026901,48.81297,106.8454,36.80619,102.8185,32.0626,0
26,1,2,2,362.0168,101.1236,314.4278,136.3631,420.1657,150.7353,164.7721,30.35114,-24.9482,60.70228,152.298,42.92849,177.2462,42.9175,0
26,1,3,19,149.1155,86.83764,201.2229,158.1888,126.6404,103.8907,111.605,30.00749,17.93168,60.01499,120.5708,46.39655,102.6391,38.06783,0
26,1,4,19,134.3586,97.477,134.3586,97.477,,,103.7947,37.05666,,,103.7947,37.05666,,,1
26,1,5,0,107.2892,44.77734,102.9093,64.28985,111.4157,62.40179,94.12398,21.15251,-3.446037,42.30501,92.40096,30.22826,95.84699,29.59673,0
26,1,6,8,130.9289,148.9068,208.5388,417.8382,119.6383,159.3705,104.994,34.79906,13.0629,69.59811,111.5255,54.75467,98.46256,42.96305,0
26,1,7,2,31.10873,18.73308,34.46728,25.85405,27.39662,27.18088,55.26326,13.67927,3.602173,27.35855,57.06435,19.16929,53.46218,19.51995,0
26,2,0,12,878.6729,381.6467,878.6729,381.6467,878.6729,381.6467,208.7006,63.46797,0,0,208.7006,89.75726,208.7006,89.75726,0
26,2,1,13,111.1955,48.19396,121.4,61.49203,94.94614,77.5964,97.55118,21.9324,9.588356,43.8648,102.3454,28.82077,92.757,33.06787,0
26,2,2,18,83.70193,32.34101,79.99103,39.32858,91.45238,56.83704,86.68478,18.19465,-4.811699,36.38931,84.27893,22.78637,89.09063,28.37187,0
26,2,3,8,128.1152,102.2053,489.629,331.6432,90.17776,107.4343,124.6584,37.3726,60.27499,74.74521,154.7959,64.51732,94.52086,37.74072,0
26,2,4,0,201.0145,110.9804,319.8945,219.3586,160.1168,128.6619,120.8203,33.99232,24.32767,67.98464,132.9842,53.58749,108.6565,41.8365,0
26,2,5,3,198.6375,120.8839,,,198.6375,120.8839,117.652,41.34044,,,,,117.652,41.34044,2
26,2,6,18,81.46761,67.25233,-7.576838,133.5813,111.7006,77.83646,85.4642,24.46894,-15.5448,48.93788,77.6918,36.0174,93.2366,33.13099,0
26,2,7,7,74.2421,54.5891,61.90533,77.86797,86.16483,76.55018,81.4683,22.67234,-6.620239,45.34469,78.15818,31.75197,84.77842,32.3721,0
26,3,0,18,72.47199,70.36019,72.47199,70.36019,72.47199,70.36019,67.10312,26.09737,0,0,67.10312,36.90726,67.10312,36.90726,0
26,3,1,13,173.7247,72.84871,184.605,78.33566,104.119,198.1354,116.7511,28.59135,15.26803,57.1827,124.3851,31.45289,109.1171,47.75539,0
26,3,2,1,725.7126,145.5154,1002.055,189.436,327.9571,227.2724,214.1458,31.9768,151.8117,63.95359,290.0516,32.65556,138.24,54.98796,0
26,3,3,7,74.01148,35.19114,86.80179,43.77868,50.65442,59.16042,81.2767,18.66969,13.30787,37.33938,87.93064,24.16086,74.62277,28.46897,0
26,3,4,0,136.2242,66.52855,126.7566,68.88079,267.7858,256.7683,109.143,30.68064,-18.33128,61.36129,99.97735,31.14044,118.3086,52.87231,0
26,3,5,3,89.19257,30.28185,60.1105,41.74451,121.4934,43.99401,88.08813,16.40555,-30.05594,32.81111,73.06017,24.35797,103.1161,21.98314,0
26,3,6,9,89.38313,83.84368,113.6478,139.5626,75.68013,104.8794,90.14632,27.19475,9.93924,54.3895,95.11594,40.83123,85.1767,35.93087,0
26,3,7,2,-1.467037,18.47311,31.7179,40.76568,-10.04244,20.72295,46.04121,13.83072,27.40982,27.66144,59.74612,23.43608,32.3363,14.69372,0
26,4,0,1,162.8322,116.451,162.8322,116.451,162.8322,116.451,95.86619,34.53275,0,0,95.86619,48.83667,95.86619,48.83667,0
26,4,1,13,12.40867,49.37449,4.974137,51.65688,91.00684,167.9608,79.76668,25.38799,-44.87208,50.77599,57.33064,24.73056,102.2027,44.34636,0
26,4,2,1,200.5283,89.1908,201.5406,102.233,197.3025,182.4893,121.1757,30.72013,5.599113,61.44027,123.9753,37.80217,118.3762,48.43452,0
26,4,3,19,129.9548,59.63743,105.1578,81.80567,158.0819,87.1256,105.79,24.35961,-17.81387,48.71922,96.88309,34.0114,114.697,34.88247,0
26,4,4,8,84.44999,46.11107,55.11932,89.88148,94.92699,53.71896,84.19221,21.63717,-8.914879,43.27433,79.73478,33.43093,88.64966,27.478,0
26,4,5,19,173.3832,61.47927,113.0198,101.427,208.4423,77.29784,111.647,23.94803,-34.465,47.89606,94.41451,36.98092,128.8795,30.43754,0
26,4,6,11,237.4256,94.86874,,,237.4256,94.86874,130.9451,35.38422,,,,,130.9451,35.38422,2
26,4,7,19,296.2213,93.10889,247.398,207.1025,308.5894,104.2372,131.8871,30.22926,-37.58208,60.45853,113.0961,49.16068,150.6782,35.19177,0
26,5,0,1,79.07159,58.86891,79.07159,58.86891,79.07159,58.86891,69.46687,24.65044,0,0,69.46687,34.86098,69.46687,34.86098,0
26,5,1,19,95.43246,61.57578,118.856,178.4979,92.2685,65.60281,97.59456,27.53711,16.64968,55.07421,105.9194,45.83406,89.26971,30.53535,0
26,5,2,0,412.7168,124.1608,465.2819,177.1924,362.0112,174.0301,168.6614,34.56411,24.50537,69.12821,180.9141,48.12106,156.4087,49.62935,0
26,5,3,5,127.1295,74.81924,551.9882,463.7706,115.7764,75.81231,126.1806,38.45944,53.89354,76.91888,153.1273,69.56293,99.2338,32.8255,0
26,5,4,5,91.02671,46.4567,97.7576,61.03831,81.75893,71.62322,88.00054,21.6071,5.184692,43.2142,90.59289,29.4539,85.4082,31.62174,0
26,5,5,0,53.41813,43.89034,79.21283,71.20108,37.60958,55.74004,75.07513,20.69924,16.06564,41.39849,83.10796,31.37011,67.04231,27.0139,0
26,5,6,1,156.665,115.8842,156.665,115.8842,,,103.6732,39.75927,,,103.6732,39.75927,,,1
26,5,7,19,76.76233,34.79718,55.49244,51.29988,94.88866,47.35751,80.48788,18.42888,-17.01382,36.85777,71.98097,26.73964,88.9948,25.36704,0
