H,K,L,F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),FreeR_flag
23,3,2,308.8326,20.30956,29.30359,41.05816,324.8546,30.02384,295.551,28.00609,0,2.997745,0.3903872,3.33079,0.6035531,2.758185,0.5118846,17
23,3,3,296.9417,23.15563,155.3638,49.5427,380.6951,28.92889,225.3313,40.21938,0,2.776172,0.4269553,4.561754,0.6841463,1.637142,0.5464201,18
23,3,4,430.531,23.94354,-44.48712,48.36847,407.3943,35.70565,451.8814,32.62845,0,5.818696,0.6426493,5.233906,0.9012564,6.4236,0.9166252,16
23,3,5,228.4912,40.48176,-47.81033,79.05938,208.1287,53.96925,255.939,57.77289,0,1.682829,0.557743,1.406281,0.7089366,2.132027,0.9035276,15
23,3,6,218.4822,44.18181,3.857208,83.54736,220.9216,61.0854,217.0643,56.99767,0,1.548106,0.5834087,1.572904,0.8729612,1.528091,0.7842751,5
23,3,7,159.2754,60.46898,29.79579,99.23654,194.4906,69.31386,164.6948,71.01746,0,0.5520234,0.8311645,1.006177,1.063839,-0.1595461,1.33163,11
23,3,8,,,,,,,,,,,,,,,,11
23,3,9,,,,,,,,,,,,,,,,0
23,3,10,,,,,,,,,,,,,,,,12
23,3,11,,,,,,,,,,,,,,,,12
23,3,12,,,,,,,,,,,,,,,,15
23,3,13,,,,,,,,,,,,,,,,3
23,3,14,,,,,,,,,,,,,,,,18
23,4,0,147.5032,32.43358,0,0,147.5032,32.43358,147.5032,32.43358,0,0.707718,0.2912799,0.707718,0.2912799,0.707718,0.2912799,16
23,4,1,387.6241,15.52925,72.55133,31.23957,428.313,22.08336,355.7617,22.09606,0,4.702108,0.376758,5.756382,0.589993,3.97616,0.4895789,12
23,4,2,223.2027,20.71975,35.34479,42.8033,239.2578,27.65789,203.913,32.66747,0,1.572522,0.286156,1.815428,0.4065434,1.334007,0.4028532,19
23,4,3,248.0439,21.65448,81.43596,47.46793,282.8141,26.44837,201.3781,39.41685,0,1.940136,0.3328134,2.525014,0.4627314,1.313331,0.4790301,2
23,4,4,398.9984,22.06865,-58.27927,46.41578,364.0384,37.27517,422.3177,27.65838,0,4.997369,0.5489806,4.190815,0.8373361,5.605443,0.7270452,14
23,4,5,212.3256,43.03982,32.50003,83.35344,234.2184,64.79404,201.7183,52.43594,0,1.462235,0.5523889,1.767802,0.9818956,1.320746,0.6681475,10
23,4,6,149.9709,49.84807,18.35661,83.68842,172.1506,61.47929,153.7939,56.7807,0,0.663981,0.5468603,0.7848496,0.837351,0.5740867,0.722132,12
23,4,7,210.6146,62.03143,-50.64302,106.8379,200.5148,70.83175,251.1579,79.98244,0,1.408529,0.8729062,1.089019,1.108592,1.929833,1.41604,18
23,4,8,,,,,,,,,,,,,,,,3
23,4,9,,,,,,,,,,,,,,,,16
23,4,10,,,,,,,,,,,,,,,,15
23,4,11,,,,,,,,,,,,,,,,6
23,4,12,,,,,,,,,,,,,,,,0
23,4,13,,,,,,,,,,,,,,,,13
23,4,14,,,,,,,,,,,,,,,,12
23,5,0,373.7111,22.01297,0,0,373.7111,22.01297,373.7111,22.01297,0,4.385835,0.5126176,4.385835,0.5126176,4.385835,0.5126176,14
23,5,1,192.5372,19.97556,-25.37895,40.86493,180.3551,28.55583,205.7341,29.23196,0,1.172632,0.2372181,1.04307,0.3116113,1.351199,0.3658271,6
23,5,2,407.7269,17.44547,-5.413666,35.12725,404.2525,25.00431,409.6662,24.67202,0,5.202474,0.445198,5.133803,0.6295515,5.271168,0.6296586,12
23,5,3,562.0148,17.83346,0.1550293,35.66739,562.0927,25.28515,561.9377,25.15599,0,9.88477,0.6273132,9.887511,0.8895586,9.882058,0.8847706,0
23,5,4,461.0788,19.6764,-50.61322,39.86439,434.2281,29.71657,484.8413,26.57244,0,6.653057,0.5678346,5.928426,0.8027847,7.378609,0.8032942,10
23,5,5,257.9875,35.71279,-29.6299,72.51606,242.033,51.74376,271.6629,50.80514,0,2.12269,0.5611996,1.903791,0.7600964,2.385022,0.8320934,9
23,5,6,167.0311,49.52431,77.8856,81.99072,220.8442,59.72446,142.9586,56.17355,0,0.88398,0.5548375,1.576813,0.8454121,0.3597796,0.7353646,14
23,5,7,264.5005,57.95372,-30.97443,107.4353,253.2054,72.77473,284.1799,79.03281,0,2.275469,0.9329054,2.049866,1.214632,2.599995,1.456793,16
23,5,8,,,,,,,,,,,,,,,,10
23,5,9,,,,,,,,,,,,,,,,5
23,5,10,,,,,,,,,,,,,,,,14
23,5,11,,,,,,,,,,,,,,,,4
23,5,12,,,,,,,,,,,,,,,,15
23,5,13,,,,,,,,,,,,,,,,13
23,5,14,,,,,,,,,,,,,,,,12
23,6,0,370.3577,23.15081,0,0,370.3577,23.15081,370.3577,23.15081,0,4.309333,0.5339543,4.309333,0.5339543,4.309333,0.5339543,12
23,6,1,293.249,17.96537,67.75,38.64368,320.8575,22.0922,253.1075,31.70598,0,2.701315,0.328152,3.237085,0.4409582,2.036338,0.4912603,19
23,6,2,203.9718,23.77563,4.787598,48.78434,204.8594,33.62238,200.0718,35.34753,0,1.319719,0.2978353,1.347934,0.4161468,1.29009,0.4264476,11
23,6,3,196.8382,26.24113,77.4767,53.8692,233.0269,32.12582,155.5502,43.24144,0,1.234045,0.3152376,1.731519,0.456098,0.7790412,0.4361944,16
23,6,4,227.483,25.66815,-6.334686,53.0022,222.4785,39.82314,228.8132,34.97644,0,1.640116,0.3590738,1.596194,0.5341679,1.676325,0.4849993,2
23,6,5,292.0445,34.875,16.87277,73.73056,296.6219,44.64555,279.7491,58.67683,0,2.707247,0.6248676,2.815161,0.8031725,2.541767,0.9945919,16
23,6,6,201.9729,43.82034,-41.04555,80.61446,180.1216,62.71814,221.1672,50.64709,0,1.326413,0.5380231,0.9013087,0.8672265,1.592411,0.6860008,17
23,6,7,173.5803,61.02726,-24.42975,102.1756,180.1405,68.45398,204.5702,75.85454,0,0.8236272,0.8220417,0.7029969,1.065796,1.000771,1.291544,10
23,6,8,,,,,,,,,,,,,,,,19
23,6,9,,,,,,,,,,,,,,,,19
23,6,10,,,,,,,,,,,,,,,,8
23,6,11,,,,,,,,,,,,,,,,13
23,6,12,,,,,,,,,,,,,,,,16
23,6,13,,,,,,,,,,,,,,,,19
23,7,0,870.4435,21.73484,0,0,870.4435,21.73484,870.4435,21.73484,0,23.71113,1.184127,23.71113,1.184127,23.71113,1.184127,1
23,7,1,284.9454,17.60502,2.453278,35.72336,285.4756,23.71587,283.0223,26.71546,0,2.550664,0.3124401,2.568037,0.419913,2.529118,0.4676451,17
23,7,2,528.4503,17.68925,-22.73334,35.3986,517.0673,25.44874,539.8007,24.60533,0,8.739353,0.5850791,8.366913,0.8235964,9.118804,0.8313113,10
23,7,3,154.6554,31.64137,-5.581528,59.5265,152.0766,43.31316,157.6581,40.8335,0,0.7760692,0.2959591,0.7410398,0.43216,0.8070086,0.4061487,14
23,7,4,286.3919,23.48039,-129.7103,56.14043,205.7509,49.29983,335.4612,26.85656,0,2.584066,0.4171871,1.378328,0.6265578,3.54436,0.5591609,12
23,7,5,255.8739,34.31108,100.6294,70.867,300.4187,41.12224,199.7893,57.71563,0,2.085673,0.5356507,2.877192,0.7529242,1.274509,0.7622102,8
23,7,6,228.3388,43.00209,62.48361,84.37217,269.655,64.80703,207.1714,54.0251,0,1.685531,0.5920206,2.367433,1.080215,1.392775,0.7077858,7
23,7,7,235.5534,55.87646,83.26134,98.5832,285.6218,69.36544,202.3605,70.05057,0,1.806687,0.8113533,2.655771,1.227686,1.148265,1.081096,17
23,7,8,265.7631,84.03999,0,84.03999,,,265.7631,84.03999,2,2.171029,1.565473,0,0,2.171029,1.565473,0
23,7,9,,,,,,,,,,,,,,,,0
23,7,10,,,,,,,,,,,,,,,,0
23,7,11,,,,,,,,,,,,,,,,3
23,7,12,,,,,,,,,,,,,,,,8
23,7,13,,,,,,,,,,,,,,,,0
23,8,0,122.188,36.3812,0,0,122.188,36.3812,122.188,36.3812,0,0.4723323,0.298954,0.4723323,0.298954,0.4723323,0.298954,7
23,8,1,493.6546,15.27654,8.368042,30.55392,497.861,21.52511,489.493,21.68435,0,7.626364,0.472008,7.756884,0.6707406,7.498321,0.6643455,19
23,8,2,219.9236,23.56217,0.707489,48.42927,218.9002,32.71212,218.1927,35.71151,0,1.530995,0.3192816,1.532766,0.4344362,1.528915,0.4708201,9
23,8,3,213.3996,24.84636,14.98497,50.99104,219.353,34.90851,204.368,37.1683,0,1.444497,0.3256491,1.543257,0.4632043,1.347978,0.4579161,13
23,8,4,278.9886,25.39962,17.47906,51.79295,287.373,37.58867,269.8939,35.63146,0,2.456005,0.4386642,2.628611,0.659885,2.319335,0.5871888,15
23,8,5,314.198,31.67038,-37.509,64.81739,296.4973,44.55624,334.0063,47.07478,0,3.120858,0.6143193,2.81264,0.8012862,3.560339,0.9568156,18
23,8,6,215.9081,46.85593,2.250961,88.17999,219.2207,68.1363,216.9698,55.97459,0,1.515771,0.6150045,1.491915,1.033683,1.528843,0.7651669,18
23,8,7,283.6029,57.30377,-101.3699,104.8509,232.0499,80.41686,333.4198,67.28173,0,2.608402,0.9821714,1.507302,1.424928,3.605052,1.355659,16
23,8,8,319.7242,53.93943,169.352,101.9101,390.9635,57.52581,221.6115,84.12164,0,3.287458,1.040989,4.88631,1.365585,1.069474,1.6084,13
23,8,9,,,,,,,,,,,,,,,,0
23,8,10,,,,,,,,,,,,,,,,5
23,8,11,,,,,,,,,,,,,,,,11
23,8,12,,,,,,,,,,,,,,,,12
23,8,13,,,,,,,,,,,,,,,,7
23,9,0,489.1958,21.69691,0,0,489.1958,21.69691,489.1958,21.69691,0,7.489218,0.6643267,7.489218,0.6643267,7.489218,0.6643267,6
23,9,1,453.2921,15.05025,10.77832,31.3336,459.968,24.98186,449.1897,18.91298,0,6.430243,0.4269951,6.640626,0.716509,6.31438,0.5317298,6
23,9,2,394.1364,18.32013,-68.00122,37.26395,359.2835,28.03479,427.2847,24.54898,0,4.861432,0.4519351,4.064262,0.6254383,5.732454,0.6537681,2
23,9,3,225.7924,24.17451,-6.612823,49.6427,220.9334,36.42944,227.5462,33.72379,0,1.613766,0.3363304,1.568075,0.4861895,1.655697,0.4657543,16
23,9,4,282.4759,24.97724,-119.9669,58.65094,207.6621,51.1349,327.629,28.72552,0,2.516659,0.4370467,1.403437,0.6602101,3.385031,0.5831018,19
23,9,5,277.1958,29.9771,74.22548,63.59478,309.3951,37.76427,235.1696,51.16792,0,2.432801,0.5118052,3.040397,0.7161232,1.798429,0.7317328,8
23,9,6,307.4018,44.38763,-26.97479,89.81934,292.5623,62.81197,319.5371,64.20413,0,3.018594,0.829282,2.782078,1.115795,3.310459,1.239499,9
23,9,7,259.6391,60.39672,38.35461,109.5532,284.1262,79.08079,245.7716,75.81642,0,2.194936,0.9629838,2.598638,1.457954,1.882518,1.282571,5
23,9,8,151.8999,59.28331,-27.45386,98.30953,160.701,67.20538,188.1549,71.75096,0,0.4276042,0.8145397,0.1242551,1.131488,0.7539135,1.173528,7
23,9,9,,,,,,,,,,,,,,,,13
23,9,10,,,,,,,,,,,,,,,,10
23,9,11,,,,,,,,,,,,,,,,9
23,9,12,,,,,,,,,,,,,,,,3
23,9,13,,,,,,,,,,,,,,,,3
