H,K,L,F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),FreeR_flag
11,10,13,,,,,,,,,,,,,,,,1
11,10,14,,,,,,,,,,,,,,,,13
11,10,15,,,,,,,,,,,,,,,,7
11,10,16,,,,,,,,,,,,,,,,7
11,11,0,1060.742,25.33664,0,0,1060.742,25.33664,1060.742,25.33664,0,35.21202,1.682132,35.21202,1.682132,35.21202,1.682132,9
11,11,1,459.4477,21.0978,0,0,459.4477,21.0978,459.4477,21.0978,0,6.606071,0.6067003,6.606071,0.6067003,6.606071,0.6067003,0
11,11,2,204.6397,39.49267,0,0,204.6397,39.49267,204.6397,39.49267,0,1.355316,0.4875096,1.355316,0.4875096,1.355316,0.4875096,13
11,11,3,880.0143,30.86373,-0,0,880.0143,30.86373,880.0143,30.86373,0,24.23542,1.699962,24.23542,1.699962,24.23542,1.699962,17
11,11,4,1211.737,33.1534,0,0,1211.737,33.1534,1211.737,33.1534,0,45.95021,2.514417,45.95021,2.514417,45.95021,2.514417,2
11,11,5,,,,,,,,,,,,,,,,3
11,11,6,,,,,,,,,,,,,,,,5
11,11,7,,,,,,,,,,,,,,,,16
11,11,8,,,,,,,,,,,,,,,,2
11,11,9,,,,,,,,,,,,,,,,2
11,11,10,,,,,,,,,,,,,,,,19
11,11,11,,,,,,,,,,,,,,,,2
11,11,12,,,,,,,,,,,,,,,,17
11,11,13,,,,,,,,,,,,,,,,1
11,11,14,,,,,,,,,,,,,,,,13
11,11,15,,,,,,,,,,,,,,,,0
11,11,16,,,,,,,,,,,,,,,,4
12,0,0,357.2231,32.25389,0,0,357.2231,32.25389,357.2231,32.25389,0,4.026105,0.7133669,4.026105,0.7133669,4.026105,0.7133669,18
12,0,1,179.8855,26.61457,0,0,179.8855,26.61457,179.8855,26.61457,0,1.034673,0.2906065,1.034673,0.2906065,1.034673,0.2906065,13
12,0,2,294.9753,37.40881,-0,0,294.9753,37.40881,294.9753,37.40881,0,2.766695,0.6751318,2.766695,0.6751318,2.766695,0.6751318,15
12,0,3,345.8716,40.96957,0,0,345.8716,40.96957,345.8716,40.96957,0,3.796313,0.8696675,3.796313,0.8696675,3.796313,0.8696675,17
12,0,4,,,,,,,,,,,,,,,,16
12,0,5,,,,,,,,,,,,,,,,12
12,0,6,,,,,,,,,,,,,,,,7
12,0,7,,,,,,,,,,,,,,,,12
12,0,8,,,,,,,,,,,,,,,,1
12,0,9,,,,,,,,,,,,,,,,19
12,0,10,,,,,,,,,,,,,,,,18
12,0,11,,,,,,,,,,,,,,,,0
12,0,12,,,,,,,,,,,,,,,,14
12,0,13,,,,,,,,,,,,,,,,1
12,0,14,,,,,,,,,,,,,,,,6
12,0,15,,,,,,,,,,,,,,,,0
12,0,16,,,,,,,,,,,,,,,,17
12,0,17,,,,,,,,,,,,,,,,17
12,1,0,668.9997,21.15087,0,0,668.9997,21.15087,668.9997,21.15087,0,14.00628,0.885636,14.00628,0.885636,14.00628,0.885636,2
12,1,1,722.9733,16.89519,-65.0257,33.91669,689.8475,24.99525,754.8732,22.92551,0,16.35745,0.7645158,14.89283,1.079224,17.83278,1.083164,8
12,1,2,614.1721,21.74169,-39.94214,43.67646,593.559,31.85323,633.5011,29.88318,0,11.8046,0.8357655,11.05731,1.179041,12.55931,1.184882,5
12,1,3,506.4083,23.93392,10.62598,48.26537,510.5794,33.8894,499.9534,34.36648,0,8.025512,0.758605,8.194243,1.076846,7.859273,1.068858,11
12,1,4,,,,,,,,,,,,,,,,7
12,1,5,,,,,,,,,,,,,,,,3
12,1,6,,,,,,,,,,,,,,,,6
12,1,7,,,,,,,,,,,,,,,,12
12,1,8,,,,,,,,,,,,,,,,8
12,1,9,,,,,,,,,,,,,,,,18
12,1,10,,,,,,,,,,,,,,,,5
12,1,11,,,,,,,,,,,,,,,,0
12,1,12,,,,,,,,,,,,,,,,8
12,1,13,,,,,,,,,,,,,,,,2
12,1,14,,,,,,,,,,,,,,,,3
12,1,15,,,,,,,,,,,,,,,,3
12,1,16,,,,,,,,,,,,,,,,15
12,1,17,,,,,,,,,,,,,,,,10
12,2,0,769.3925,21.31534,-0,0,769.3925,21.31534,769.3925,21.31534,0,18.52537,1.026458,18.52537,1.026458,18.52537,1.026458,1
12,2,1,397.0087,17.06693,1.60434,34.36623,397.0585,24.16194,395.4541,24.43847,0,4.932545,0.4240886,4.952077,0.5976087,4.912729,0.6019182,19
12,2,2,274.9366,21.94855,-61.99327,46.2944,240.2453,36.92627,302.2386,27.92173,0,2.38069,0.3745454,1.848445,0.5374805,2.883146,0.5222233,19
12,2,3,579.8201,23.36657,1.747253,47.01477,579.7551,33.52693,578.0079,32.95958,0,10.52102,0.8479872,10.55389,1.211384,10.48943,1.187445,17
12,2,4,,,,,,,,,,,,,,,,4
12,2,5,,,,,,,,,,,,,,,,12
12,2,6,,,,,,,,,,,,,,,,18
12,2,7,,,,,,,,,,,,,,,,17
12,2,8,,,,,,,,,,,,,,,,16
12,2,9,,,,,,,,,,,,,,,,15
12,2,10,,,,,,,,,,,,,,,,7
12,2,11,,,,,,,,,,,,,,,,6
12,2,12,,,,,,,,,,,,,,,,18
12,2,13,,,,,,,,,,,,,,,,19
12,2,14,,,,,,,,,,,,,,,,9
12,2,15,,,,,,,,,,,,,,,,13
12,2,16,,,,,,,,,,,,,,,,15
12,2,17,,,,,,,,,,,,,,,,5
12,3,0,178.7999,30.90497,-0,0,178.7999,30.90497,178.7999,30.90497,0,1.029255,0.3333459,1.029255,0.3333459,1.029255,0.3333459,14
12,3,1,390.2316,17.40095,37.87805,35.2165,407.9922,23.6888,370.1141,26.05844,0,4.765582,0.4250073,5.226845,0.602313,4.308164,0.599797,4
12,3,2,247.1199,21.85106,-23.41957,44.6951,234.0895,33.20481,257.5091,29.9181,0,1.926092,0.3344893,1.749196,0.4728653,2.103249,0.4732134,1
12,3,3,442.199,25.13808,-63.05014,51.40154,407.9142,39.40548,470.9644,33.00494,0,6.139197,0.6928732,5.255882,0.9935385,6.975525,0.9667518,4
12,3,4,533.7125,34.69814,38.14371,70.86535,549.7234,46.02134,511.5797,53.88815,0,8.952024,1.152788,9.523591,1.568882,8.281308,1.699519,12
12,3,5,,,,,,,,,,,,,,,,19
12,3,6,,,,,,,,,,,,,,,,15
12,3,7,,,,,,,,,,,,,,,,10
12,3,8,,,,,,,,,,,,,,,,7
12,3,9,,,,,,,,,,,,,,,,6
12,3,10,,,,,,,,,,,,,,,,4
12,3,11,,,,,,,,,,,,,,,,16
12,3,12,,,,,,,,,,,,,,,,17
12,3,13,,,,,,,,,,,,,,,,4
12,3,14,,,,,,,,,,,,,,,,19
12,3,15,,,,,,,,,,,,,,,,18
12,3,16,,,,,,,,,,,,,,,,8
12,3,17,,,,,,,,,,,,,,,,15
12,4,0,248.2135,25.04077,-0,0,248.2135,25.04077,248.2135,25.04077,0,1.947721,0.3837054,1.947721,0.3837054,1.947721,0.3837054,13
12,4,1,444.0889,16.98668,44.95474,34.27071,465.6018,22.8983,420.6471,25.49804,0,6.171787,0.4721493,6.784228,0.6672966,5.557789,0.668144,9
12,4,2,270.2706,21.1992,-38.40611,43.54969,249.3046,33.19876,287.7107,28.18543,0,2.300055,0.3557313,1.979511,0.5051501,2.615397,0.5010351,11
12,4,3,556.9749,27.0754,-78.68918,62.7743,500.7013,54.2084,579.3904,31.65536,0,9.70828,0.9438686,7.937834,1.671691,10.53682,1.143596,17
12,4,4,636.2136,32.86527,-45.72174,66.09078,613.041,47.45059,658.7628,46.00471,0,12.70098,1.304234,11.83181,1.806493,13.64728,1.884938,9
12,4,5,,,,,,,,,,,,,,,,3
12,4,6,,,,,,,,,,,,,,,,13
12,4,7,,,,,,,,,,,,,,,,18
12,4,8,,,,,,,,,,,,,,,,13
12,4,9,,,,,,,,,,,,,,,,4
12,4,10,,,,,,,,,,,,,,,,0
12,4,11,,,,,,,,,,,,,,,,8
12,4,12,,,,,,,,,,,,,,,,10
12,4,13,,,,,,,,,,,,,,,,12
12,4,14,,,,,,,,,,,,,,,,2
12,4,15,,,,,,,,,,,,,,,,8
12,4,16,,,,,,,,,,,,,,,,19
12,4,17,,,,,,,,,,,,,,,,7
12,5,0,669.5598,21.00817,0,0,669.5598,21.00817,669.5598,21.00817,0,14.02975,0.8803969,14.02975,0.8803969,14.02975,0.8803969,2
12,5,1,325.8895,17.91908,2.565735,36.04497,326.666,25.394,324.1003,25.58095,0,3.3337,0.3640958,3.359694,0.5151211,3.307749,0.5146977,2
12,5,2,297.9987,19.22314,31.9783,38.95989,313.1201,26.15239,281.1418,28.87777,0,2.790653,0.3566295,3.08971,0.5078434,2.499684,0.5009282,7
12,5,3,412.8157,20.08338,19.62537,40.55877,422.4367,29.33532,402.8113,28.00809,0,5.333148,0.5189124,5.611591,0.7708192,5.102374,0.7017412,6
12,5,4,839.1417,32.22683,20.71326,64.86726,847.9608,44.79393,827.2475,46.91765,0,22.03645,1.692598,22.56501,2.368931,21.48519,2.419253,17
12,5,5,,,,,,,,,,,,,,,,19
12,5,6,,,,,,,,,,,,,,,,13
12,5,7,,,,,,,,,,,,,,,,0
12,5,8,,,,,,,,,,,,,,,,14
12,5,9,,,,,,,,,,,,,,,,0
12,5,10,,,,,,,,,,,,,,,,4
12,5,11,,,,,,,,,,,,,,,,7
12,5,12,,,,,,,,,,,,,,,,1
12,5,13,,,,,,,,,,,,,,,,13
12,5,14,,,,,,,,,,,,,,,,13
12,5,15,,,,,,,,,,,,,,,,7
12,5,16,,,,,,,,,,,,,,,,17
12,5,17,,,,,,,,,,,,,,,,19
12,6,0,210.612,26.26466,-0,0,210.612,26.26466,210.612,26.26466,0,1.409763,0.3386985,1.409763,0.3386985,1.409763,0.3386985,7
12,6,1,576.3817,16.95114,-14.65204,33.90902,569.0493,24.21506,583.7014,23.73716,0,10.3966,0.6115194,10.13377,0.8624551,10.66234,0.8672023,14
12,6,2,562.6919,17.33715,14.34857,34.68648,569.8132,24.19989,555.4647,24.8499,0,9.908601,0.6105896,10.16099,0.863072,9.655704,0.863937,3
12,6,3,701.8684,21.70151,4.030945,43.40318,703.887,30.64826,699.8561,30.73305,0,15.41638,0.9533376,15.50519,1.350236,15.3281,1.346218,18
12,6,4,422.6244,37.21592,7.403595,75.89074,424.366,51.69171,416.9624,55.56413,0,5.632999,0.9743854,5.719509,1.344607,5.537332,1.413987,13
12,6,5,,,,,,,,,,,,,,,,14
12,6,6,,,,,,,,,,,,,,,,5
12,6,7,,,,,,,,,,,,,,,,4
12,6,8,,,,,,,,,,,,,,,,5
12,6,9,,,,,,,,,,,,,,,,12
12,6,10,,,,,,,,,,,,,,,,13
12,6,11,,,,,,,,,,,,,,,,12
12,6,12,,,,,,,,,,,,,,,,4
12,6,13,,,,,,,,,,,,,,,,5
12,6,14,,,,,,,,,,,,,,,,14
12,6,15,,,,,,,,,,,,,,,,3
12,6,16,,,,,,,,,,,,,,,,5
12,6,17,,,,,,,,,,,,,,,,6
12,7,0,219.6422,21.70091,-0,0,219.6422,21.70091,219.6422,21.70091,0,1.524504,0.2944272,1.524504,0.2944272,1.524504,0.2944272,15
12,7,1,616.8557,16.84566,-89.26434,34.03505,570.7226,25.71573,659.9869,22.29542,0,11.90798,0.6503884,10.19345,0.9185969,13.63144,0.9209841,14
12,7,2,172.7269,25.64326,115.9407,49.43612,228.6216,27.96694,112.6809,40.76494,0,0.9540958,0.2688102,1.660217,0.391843,0.326361,0.3694541,19
12,7,3,782.1621,21.78778,4.498291,43.57879,784.3936,30.62693,779.8953,31.00165,0,19.1454,1.066623,19.2548,1.503621,19.03459,1.51329,10
12,7,4,930.5512,32.21588,5.512939,64.43536,933.2908,45.32133,927.7779,45.80276,0,27.0989,1.876339,27.2587,2.647407,26.93761,2.659724,9
12,7,5,,,,,,,,,,,,,,,,4
12,7,6,,,,,,,,,,,,,,,,8
12,7,7,,,,,,,,,,,,,,,,11
12,7,8,,,,,,,,,,,,,,,,13
12,7,9,,,,,,,,,,,,,,,,8
12,7,10,,,,,,,,,,,,,,,,19
12,7,11,,,,,,,,,,,,,,,,5
12,7,12,,,,,,,,,,,,,,,,3
12,7,13,,,,,,,,,,,,,,,,1
12,7,14,,,,,,,,,,,,,,,,11
12,7,15,,,,,,,,,,,,,,,,11
12,7,16,,,,,,,,,,,,,,,,4
12,7,17,,,,,,,,,,,,,,,,8
12,8,0,152.8415,23.08993,0,0,152.8415,23.08993,152.8415,23.08993,0,0.7475622,0.2139986,0.7475622,0.2139986,0.7475622,0.2139986,11
12,8,1,534.1755,17.00841,-28.7627,34.05812,519.6667,24.66837,548.4294,23.48248,0,8.929743,0.5686549,8.451248,0.8023548,9.412663,0.806057,8
12,8,2,632.1991,17.16652,-127.9408,34.98309,565.6005,27.00592,693.5413,22.23727,0,12.50774,0.679262,10.01131,0.9560263,15.05275,0.9652836,6
12,8,3,252.2562,29.32542,19.96063,60.29577,260.1926,40.59505,240.232,44.58275,0,2.018349,0.4543664,2.16945,0.6395214,1.86433,0.6456648,12
12,8,4,299.6765,35.16747,29.28326,79.38368,306.8898,41.60294,277.6065,67.60891,0,2.849145,0.6470821,3.001493,0.7785124,2.508686,1.163802,1
12,8,5,,,,,,,,,,,,,,,,18
12,8,6,,,,,,,,,,,,,,,,10
12,8,7,,,,,,,,,,,,,,,,7
12,8,8,,,,,,,,,,,,,,,,17
12,8,9,,,,,,,,,,,,,,,,7
12,8,10,,,,,,,,,,,,,,,,17
12,8,11,,,,,,,,,,,,,,,,9
12,8,12,,,,,,,,,,,,,,,,14
12,8,13,,,,,,,,,,,,,,,,7
12,8,14,,,,,,,,,,,,,,,,12
12,8,15,,,,,,,,,,,,,,,,17
12,8,16,,,,,,,,,,,,,,,,4
12,8,17,,,,,,,,,,,,,,,,12
12,9,0,180.1488,21.15995,-0,0,180.1488,21.15995,180.1488,21.15995,0,1.02963,0.2340435,1.02963,0.2340435,1.02963,0.2340435,12
12,9,1,184.0071,20.3997,0.9416199,41.80627,183.2921,29.79235,182.3505,29.32883,0,1.072651,0.2309877,1.078575,0.3300447,1.066963,0.3233889,17
12,9,2,301.8387,19.96284,-77.39185,42.57366,257.9063,34.57565,335.2981,24.84031,0,2.863657,0.3750066,2.118918,0.544076,3.537661,0.5175935,7
12,9,3,255.2375,27.69034,-14.66524,56.76437,246.3217,41.05,260.987,39.20575,0,2.062784,0.4352627,1.950064,0.6105998,2.179238,0.6206316,5
12,9,4,140.7987,45.1275,-16.93184,75.49696,142.0117,54.08514,158.9436,52.67438,0,0.603772,0.4502305,0.4322077,0.6662577,0.7479616,0.6107956,19
12,9,5,,,,,,,,,,,,,,,,3
12,9,6,,,,,,,,,,,,,,,,19
12,9,7,,,,,,,,,,,,,,,,14
12,9,8,,,,,,,,,,,,,,,,17
12,9,9,,,,,,,,,,,,,,,,8
12,9,10,,,,,,,,,,,,,,,,17
12,9,11,,,,,,,,,,,,,,,,18
12,9,12,,,,,,,,,,,,,,,,16
12,9,13,,,,,,,,,,,,,,,,12
12,9,14,,,,,,,,,,,,,,,,5
12,9,15,,,,,,,,,,,,,,,,11
12,9,16,,,,,,,,,,,,,,,,0
12,10,0,875.887,17.17288,-0,0,875.887,17.17288,875.887,17.17288,0,24.00862,0.941439,24.00862,0.941439,24.00862,0.941439,1
12,10,1,833.6031,15.03367,-8.391357,30.06801,829.4112,21.33193,837.8026,21.19041,0,21.74652,0.784378,21.52835,1.107391,21.96617,1.111174,3
12,10,2,405.3538,18.25732,-44.96292,37.06549,381.2132,27.75876,426.1761,24.56219,0,5.142089,0.4632041,4.572032,0.6577722,5.702872,0.6523998,8
12,10,3,170.933,35.63002,-48.5403,65.41764,148.0482,48.25787,196.5885,44.16611,0,0.9487321,0.3688342,0.6589094,0.5134482,1.257745,0.5301744,0
12,10,4,823.7772,22.56527,13.74542,45.13616,830.6273,31.66294,816.8819,32.16724,0,21.23687,1.163459,21.59153,1.646109,20.88284,1.644652,7
12,10,5,310.0205,60.68122,0,60.68122,,,310.0205,60.68122,2,3.11265,1.135307,0,0,3.11265,1.135307,6
12,10,6,,,,,,,,,,,,,,,,1
12,10,7,,,,,,,,,,,,,,,,0
12,10,8,,,,,,,,,,,,,,,,1
12,10,9,,,,,,,,,,,,,,,,9
12,10,10,,,,,,,,,,,,,,,,17
12,10,11,,,,,,,,,,,,,,,,3
12,10,12,,,,,,,,,,,,,,,,5
12,10,13,,,,,,,,,,,,,,,,1
12,10,14,,,,,,,,,,,,,,,,12
12,10,15,,,,,,,,,,,,,,,,12
12,10,16,,,,,,,,,,,,,,,,17
12,11,0,914.3436,17.32994,-0,0,914.3436,17.32994,914.3436,17.32994,0,26.16315,0.9917621,26.16315,0.9917621,26.16315,0.9917621,14
12,11,1,606.5154,14.73788,13.21478,29.48245,613.09,20.62385,599.8752,21.06827,0,11.51211,0.5594714,11.76304,0.7913981,11.26141,0.7910261,3
12,11,2,807.543,19.20896,-34.06525,38.84374,793.5478,25.35778,827.613,29.4248,0,20.40809,0.9708911,19.70685,1.259463,21.43511,1.5242,17
12,11,3,580.413,21.77904,-64.11169,43.96918,547.0379,32.81469,611.1496,29.26576,0,10.54254,0.7911828,9.398669,1.118344,11.6887,1.11946,0
12,11,4,490.4406,24.12468,-79.8576,49.47907,447.231,37.96084,527.0886,31.73568,0,7.527381,0.7405407,6.30459,1.05256,8.725952,1.042084,9
12,11,5,393.3526,38.12271,-77.89182,78.51942,353.3334,59.26979,431.2253,51.50138,0,4.887677,0.9267899,4.013818,1.264331,5.902548,1.362529,17
12,11,6,,,,,,,,,,,,,,,,10
12,11,7,,,,,,,,,,,,,,,,0
12,11,8,,,,,,,,,,,,,,,,13
12,11,9,,,,,,,,,,,,,,,,3
12,11,10,,,,,,,,,,,,,,,,5
12,11,11,,,,,,,,,,,,,,,,16
12,11,12,,,,,,,,,,,,,,,,5
12,11,13,,,,,,,,,,,,,,,,2
12,11,14,,,,,,,,,,,,,,,,0
12,11,15,,,,,,,,,,,,,,,,7
12,11,16,,,,,,,,,,,,,,,,4
12,12,0,1210.879,26.41234,0,0,1210.879,26.41234,1210.879,26.41234,0,45.88517,2.001745,45.88517,2.001745,45.88517,2.001745,15
12,12,1,256.5114,28.32813,0,0,256.5114,28.32813,256.5114,28.32813,0,2.084306,0.4472168,2.084306,0.4472168,2.084306,0.4472168,15
12,12,2,756.0889,25.17253,0,0,756.0889,25.17253,756.0889,25.17253,0,17.89027,1.191244,17.89027,1.191244,17.89027,1.191244,2
12,12,3,350.1612,33.17456,0,0,350.1612,33.17456,350.1612,33.17456,0,3.871621,0.7183945,3.871621,0.7183945,3.871621,0.7183945,8
12,12,4,451.451,34.45316,0,0,451.451,34.45316,451.451,34.45316,0,6.415361,0.96616,6.415361,0.96616,6.415361,0.96616,17
12,12,5,525.7181,34.535,0,0,525.7181,34.535,525.7181,34.535,0,8.686589,1.130033,8.686589,1.130033,8.686589,1.130033,16
12,12,6,,,,,,,,,,,,,,,,15
12,12,7,,,,,,,,,,,,,,,,11
12,12,8,,,,,,,,,,,,,,,,9
12,12,9,,,,,,,,,,,,,,,,17
12,12,10,,,,,,,,,,,,,,,,13
12,12,11,,,,,,,,,,,,,,,,10
12,12,12,,,,,,,,,,,,,,,,19
12,12,13,,,,,,,,,,,,,,,,14
12,12,14,,,,,,,,,,,,,,,,11
12,12,15,,,,,,,,,,,,,,,,2
12,12,16,,,,,,,,,,,,,,,,0
13,0,0,144.2706,44.58892,0,0,144.2706,44.58892,144.2706,44.58892,0,0.6480592,0.4433809,0.6480592,0.4433809,0.6480592,0.4433809,7
13,0,1,616.7816,20.85033,0,0,616.7816,20.85033,616.7816,20.85033,0,11.90512,0.8049064,11.90512,0.8049064,11.90512,0.8049064,14
13,0,2,113.3713,43.93297,0,0,113.3713,43.93297,113.3713,43.93297,0,0.2499251,0.4448945,0.2499251,0.4448945,0.2499251,0.4448945,19
13,0,3,483.9897,33.98468,0,0,483.9897,33.98468,483.9897,33.98468,0,7.366803,1.02296,7.366803,1.02296,7.366803,1.02296,9
13,0,4,678.1856,46.57288,-0,0,678.1856,46.57288,678.1856,46.57288,0,14.46161,1.96491,14.46161,1.96491,14.46161,1.96491,15
13,0,5,,,,,,,,,,,,,,,,0
13,0,6,,,,,,,,,,,,,,,,1
13,0,7,,,,,,,,,,,,,,,,16
13,0,8,,,,,,,,,,,,,,,,0
13,0,9,,,,,,,,,,,,,,,,7
13,0,10,,,,,,,,,,,,,,,,0
13,0,11,,,,,,,,,,,,,,,,9
13,0,12,,,,,,,,,,,,,,,,7
13,0,13,,,,,,,,,,,,,,,,6
13,0,14,,,,,,,,,,,,,,,,14
13,0,15,,,,,,,,,,,,,,,,7
13,0,16,,,,,,,,,,,,,,,,11
13,0,17,,,,,,,,,,,,,,,,1
13,1,0,426.6663,21.89545,-0,0,426.6663,21.89545,426.6663,21.89545,0,5.712025,0.5827445,5.712025,0.5827445,5.712025,0.5827445,13
13,1,1,210.6526,20.44105,-36.13795,42.30724,191.0143,32.36556,227.1522,27.24653,0,1.401792,0.2661151,1.173625,0.3731287,1.637995,0.379643,12
13,1,2,335.5611,24.38084,-8.545685,49.32286,330.2855,35.54272,338.8312,34.19737,0,3.542465,0.5085624,3.453503,0.7231857,3.629501,0.7153106,18
13,1,3,505.3153,23.90345,-71.2189,48.60446,467.8747,36.49376,539.0936,32.10295,0,7.990904,0.7560041,6.892294,1.060233,9.127274,1.078299,14
13,1,4,318.0648,44.59091,-113.6024,90.29261,258.8619,70.95557,372.4643,55.8396,0,3.227991,0.863298,2.162419,1.183853,4.438177,1.261631,18
13,1,5,,,,,,,,,,,,,,,,17
13,1,6,,,,,,,,,,,,,,,,6
13,1,7,,,,,,,,,,,,,,,,12
13,1,8,,,,,,,,,,,,,,,,11
13,1,9,,,,,,,,,,,,,,,,19
13,1,10,,,,,,,,,,,,,,,,8
13,1,11,,,,,,,,,,,,,,,,19
13,1,12,,,,,,,,,,,,,,,,5
13,1,13,,,,,,,,,,,,,,,,17
13,1,14,,,,,,,,,,,,,,,,12
13,1,15,,,,,,,,,,,,,,,,3
13,1,16,,,,,,,,,,,,,,,,19
13,1,17,,,,,,,,,,,,,,,,8
13,2,0,410.5883,21.95003,-0,0,410.5883,21.95003,410.5883,21.95003,0,5.290839,0.5620394,5.290839,0.5620394,5.290839,0.5620394,2
13,2,1,329.5384,18.10859,21.90213,36.56341,339.6041,24.71577,317.702,26.94464,0,3.408756,0.3720684,3.628413,0.5217452,3.181462,0.5307384,7
13,2,2,357.1311,19.41086,-1.651184,39.0398,355.7736,27.50212,357.4247,27.70811,0,4.003236,0.4322544,3.984858,0.607652,4.022063,0.6150144,6
13,2,3,281.9923,30.5897,49.82555,63.76332,303.5888,40.16221,253.7632,49.52533,0,2.5179,0.5312427,2.9348,0.7444054,2.085212,0.7583705,10
13,2,4,432.4785,37.20704,56.19629,77.63503,455.5884,48.31414,399.3921,60.76958,0,5.896681,0.9973372,6.568779,1.356655,5.106305,1.471193,13
13,2,5,,,,,,,,,,,,,,,,8
13,2,6,,,,,,,,,,,,,,,,3
13,2,7,,,,,,,,,,,,,,,,1
13,2,8,,,,,,,,,,,,,,,,10
13,2,9,,,,,,,,,,,,,,,,18
13,2,10,,,,,,,,,,,,,,,,13
13,2,11,,,,,,,,,,,,,,,,3
13,2,12,,,,,,,,,,,,,,,,10
13,2,13,,,,,,,,,,,,,,,,8
13,2,14,,,,,,,,,,,,,,,,17
13,2,15,,,,,,,,,,,,,,,,19
13,2,16,,,,,,,,,,,,,,,,14
13,2,17,,,,,,,,,,,,,,,,10
13,3,0,614.0756,21.10319,-0,0,614.0756,21.10319,614.0756,21.10319,0,11.80089,0.8110938,11.80089,0.8110938,11.80089,0.8110938,16
13,3,1,311.5528,18.35846,19.23117,37.02853,320.5117,25.40036,301.2805,26.94316,0,3.048208,0.3564062,3.235035,0.505375,2.863351,0.5027046,19
13,3,2,554.7967,17.4668,-63.48865,35.10492,522.6404,26.01881,586.1291,23.56643,0,9.632495,0.6065242,8.548247,0.8511214,10.75122,0.8645458,12
13,3,3,327.0709,27.06006,108.2074,58.56428,375.4966,33.46674,267.2892,48.05989,0,3.370741,0.5489759,4.447581,0.7782947,2.304492,0.7744579,4
13,3,4,869.5261,31.90761,-83.336,64.23611,826.6924,47.38423,910.0284,43.37064,0,23.66117,1.736512,21.4578,2.441539,25.91678,2.470312,18
13,3,5,,,,,,,,,,,,,,,,10
13,3,6,,,,,,,,,,,,,,,,2
13,3,7,,,,,,,,,,,,,,,,1
13,3,8,,,,,,,,,,,,,,,,7
13,3,9,,,,,,,,,,,,,,,,12
13,3,10,,,,,,,,,,,,,,,,1
13,3,11,,,,,,,,,,,,,,,,14
13,3,12,,,,,,,,,,,,,,,,11
13,3,13,,,,,,,,,,,,,,,,18
13,3,14,,,,,,,,,,,,,,,,11
13,3,15,,,,,,,,,,,,,,,,6
13,3,16,,,,,,,,,,,,,,,,14
13,3,17,,,,,,,,,,,,,,,,17
13,4,0,371.544,22.10508,-0,0,371.544,22.10508,371.544,22.10508,0,4.335409,0.5117268,4.335409,0.5117268,4.335409,0.5117268,12
13,4,1,219.9766,20.63608,-81.21696,45.12253,174.5027,37.46811,255.7197,25.14326,0,1.527702,0.2808008,0.9897789,0.3970009,2.066229,0.3972239,16
13,4,2,365.0441,18.54895,16.61731,37.3431,372.6713,25.61127,356.054,27.17665,0,4.181027,0.4224115,4.36691,0.5937638,3.990546,0.6010633,16
13,4,3,379.2147,25.09366,-27.25476,50.90973,364.0804,37.83731,391.3351,34.06082,0,4.520051,0.5922273,4.193162,0.8496266,4.828974,0.8259471,13
13,4,4,365.1245,39.25061,-11.88699,80.43576,356.8684,57.94086,368.7554,55.79219,0,4.220376,0.8829072,4.088423,1.249791,4.351834,1.247451,3
13,4,5,,,,,,,,,,,,,,,,6
13,4,6,,,,,,,,,,,,,,,,11
13,4,7,,,,,,,,,,,,,,,,1
13,4,8,,,,,,,,,,,,,,,,5
13,4,9,,,,,,,,,,,,,,,,2
13,4,10,,,,,,,,,,,,,,,,9
13,4,11,,,,,,,,,,,,,,,,14
13,4,12,,,,,,,,,,,,,,,,2
13,4,13,,,,,,,,,,,,,,,,18
13,4,14,,,,,,,,,,,,,,,,2
13,4,15,,,,,,,,,,,,,,,,14
13,4,16,,,,,,,,,,,,,,,,7
13,4,17,,,,,,,,,,,,,,,,8
13,5,0,913.1078,21.62831,-0,0,913.1078,21.62831,913.1078,21.62831,0,26.09247,1.236077,26.09247,1.236077,26.09247,1.236077,12
13,5,1,456.0257,17.00091,83.3631,34.726,495.3782,22.12629,412.0151,26.76421,0,6.508032,0.4852466,7.679712,0.6860353,5.334937,0.6864495,17
13,5,2,791.881,17.54979,64.12128,35.21393,823.3047,23.8764,759.1834,25.88317,0,19.62416,0.8698269,21.21252,1.230355,18.03701,1.229887,2
13,5,3,663.9298,18.30417,-30.56183,36.69426,648.1304,26.8194,678.6923,25.04373,0,13.7948,0.7606295,13.14607,1.087959,14.41507,1.063832,4
13,5,4,398.1092,38.91982,-46.95682,79.91763,372.3384,59.51715,419.2953,53.3342,0,5.00743,0.9573776,4.447393,1.340302,5.590849,1.367996,7
13,5,5,,,,,,,,,,,,,,,,3
13,5,6,,,,,,,,,,,,,,,,10
13,5,7,,,,,,,,,,,,,,,,12
13,5,8,,,,,,,,,,,,,,,,10
13,5,9,,,,,,,,,,,,,,,,17
13,5,10,,,,,,,,,,,,,,,,0
13,5,11,,,,,,,,,,,,,,,,13
13,5,12,,,,,,,,,,,,,,,,3
13,5,13,,,,,,,,,,,,,,,,4
13,5,14,,,,,,,,,,,,,,,,16
13,5,15,,,,,,,,,,,,,,,,17
